00BS               20190214                                                                                   
0601BSA1N       20190101002300100000050000 0100000000002317   
0601BSA1N       20190101002350100000050000 0100000000002341   
0601BSA1N       20190101002400100000050000 0100000000002366   
0601BSA1N       20190101002450100000050000 0100000000002388   
0601BSA1N       20190101002500100000050000 0100000000002409   
0601BSA1N       20190101002550100000050000 0100000000002431   
0601BSA1N       20190101002600100000050000 0100000000002451   
0601BSA1N       20190101002650100000050000 0100000000002470   
0601BSA1N       20190101002700100000050000 0100000000002489   
0601BSA1N       20190101002750100000050000 0100000000002507   
0601BSA1N       20190101002800100000050000 0100000000002523   
0601BSA1N       20190101002850100000050000 0100000000002541   
0601BSA1N       20190101002900100000050000 0100000000002557   
0601BSA1N       20190101002950100000050000 0100000000002572   
0601BSA1N       20190101003000100000050000 0100000000002588   
0601BSA1N       20190101003050100000050000 0100000000002602   
0601BSA1N       20190101003100100000050000 0100000000002616   
0601BSA1N       20190101003150100000050000 0100000000002629   
0601BSA1N       20190101003200100000050000 0100000000002643   
0601BSA1N       20190101003250100000050000 0100000000002655   
0601BSA1N       20190101003300100000050000 0100000000002668   
0601BSA1N       20190101003350100000050000 0100000000002680   
0601BSA1N       20190101003400100000050000 0100000000002692   
0601BSA1N       20190101003450100000050000 0100000000002703   
0601BSA1N       20190101003500100000050000 0100000000002715   
0601BSA1N       20190101003550100000050000 0100000000002725   
0601BSA1N       20190101003600100000050000 0100000000002735   
0601BSA1N       20190101003650100000050000 0100000000002746   
0601BSA1N       20190101003700100000050000 0100000000002756   
0601BSA1N       20190101003750100000050000 0100000000002765   
0601BSA1N       20190101003800100000050000 0100000000002775   
0601BSA1N       20190101003850100000050000 0100000000002784   
0601BSA1N       20190101003900100000050000 0100000000002792   
0601BSA1N       20190101003950100000050000 0100000000002802   
0601BSA1N       20190101004000100000050000 0100000000002810   
0601BSA1N       20190101004050100000050000 0100000000002818   
0601BSA1N       20190101004100100000050000 0100000000002827   
0601BSA1N       20190101004150100000050000 0100000000002834   
0601BSA1N       20190101004200100000050000 0100000000002842   
0601BSA1N       20190101004250100000050000 0100000000002850   
0601BSA1N       20190101004300100000050000 0100000000002857   
0601BSA1N       20190101004350100000050000 0100000000002864   
0601BSA1N       20190101004400100000050000 0100000000002871   
0601BSA1N       20190101004450100000050000 0100000000002878   
0601BSA1N       20190101004500100000050000 0100000000002884   
0601BSA1N       20190101004550100000050000 0100000000002891   
0601BSA1N       20190101004600100000050000 0100000000002897   
0601BSA1N       20190101004650100000050000 0100000000002904   
0601BSA1N       20190101004700100000050000 0100000000002910   
0601BSA1N       20190101004750100000050000 0100000000002916   
0601BSA1N       20190101004800100000050000 0100000000002922   
0601BSA1N       20190101004850100000050000 0100000000002928   
0601BSA1N       20190101004900100000050000 0100000000002933   
0601BSA1N       20190101004950100000050000 0100000000002939   
0601BSA1N       20190101005000100000050000 0100000000002944   
0601BSA1N       20190101005050100000050000 0100000000002950   
0601BSA1N       20190101005100100000050000 0100000000002955   
0601BSA1N       20190101005150100000050000 0100000000002959   
0601BSA1N       20190101005200100000050000 0100000000002965   
0601BSA1N       20190101005250100000050000 0100000000002970   
0601BSA1N       20190101005300100000050000 0100000000002974   
0601BSA1N       20190101005350100000050000 0100000000002979   
0601BSA1N       20190101005400100000050000 0100000000002984   
0601BSA1N       20190101005450100000050000 0100000000002988   
0601BSA1N       20190101005500100000050000 0100000000002993   
0601BSA1N       20190101005550100000050000 0100000000002997   
0601BSA1N       20190101005600100000050000 0100000000003001   
0601BSA1N       20190101005650100000050000 0100000000003006   
0601BSA1N       20190101005700100000050000 0100000000003010   
0601BSA1N       20190101005750100000050000 0100000000003014   
0601BSA1N       20190101005800100000050000 0100000000003018   
0601BSA1N       20190101005850100000050000 0100000000003022   
0601BSA1N       20190101005900100000050000 0100000000003026   
0601BSA1N       20190101005950100000050000 0100000000003030   
0601BSA1N       20190101006000100000050000 0100000000003034   
0601BSA1N       20190101006050100000050000 0100000000003037   
0601BSA1N       20190101006100100000050000 0100000000003041   
0601BSA1N       20190101006150100000050000 0100000000003045   
0601BSA1N       20190101006200100000050000 0100000000003048   
0601BSA1N       20190101006250100000050000 0100000000003052   
0601BSA1N       20190101006300100000050000 0100000000003055   
0601BSA1N       20190101006350100000050000 0100000000003058   
0601BSA1N       20190101006400100000050000 0100000000003062   
0601BSA1N       20190101006450100000050000 0100000000003065   
0601BSA1N       20190101006500100000050000 0100000000003068   
0601BSA1N       20190101006550100000050000 0100000000003072   
0601BSA1N       20190101006600100000050000 0100000000003074   
0601BSA1N       20190101006650100000050000 0100000000003077   
0601BSA1N       20190101006700100000050000 0100000000003081   
0601BSA1N       20190101006750100000050000 0100000000003084   
0601BSA1N       20190101006800100000050000 0100000000003086   
0601BSA1N       20190101006850100000050000 0100000000003090   
0601BSA1N       20190101006900100000050000 0100000000003092   
0601BSA1N       20190101006950100000050000 0100000000003095   
0601BSA1N       20190101007000100000050000 0100000000003098   
0601BSA1N       20190101007050100000050000 0100000000003101   
0601BSA1N       20190101007100100000050000 0100000000003103   
0601BSA1N       20190101007150100000050000 0100000000003106   
0601BSA1N       20190101007200100000050000 0100000000003109   
0601BSA1N       20190101007250100000050000 0100000000003111   
0601BSA1N       20190101007300100000050000 0100000000003112   
0601BSA1N       20190101007350100000050000 0100000000003114   
0601BSA1N       20190101007400100000050000 0100000000003115   
0601BSA1N       20190101007450100000050000 0100000000003117   
0601BSA1N       20190101007500100000050000 0100000000003118   
0601BSA1N       20190101007550100000050000 0100000000003120   
0601BSA1N       20190101007600100000050000 0100000000003121   
0601BSA1N       20190101007650100000050000 0100000000003123   
0601BSA1N       20190101007700100000050000 0100000000003124   
0601BSA1N       20190101007750100000050000 0100000000003125   
0601BSA1N       20190101007800100000050000 0100000000003127   
0601BSA1N       20190101007850100000050000 0100000000003128   
0601BSA1N       20190101007900100000050000 0100000000003129   
0601BSA1N       20190101007950100000050000 0100000000003130   
0601BSA1N       20190101008000100000050000 0100000000003132   
0601BSA1N       20190101008050100000050000 0100000000003133   
0601BSA1N       20190101008100100000050000 0100000000003134   
0601BSA1N       20190101008150100000050000 0100000000003135   
0601BSA1N       20190101008200100000050000 0100000000003136   
0601BSA1N       20190101008250100000050000 0100000000003138   
0601BSA1N       20190101008300100000050000 0100000000003139   
0601BSA1N       20190101008350100000050000 0100000000003140   
0601BSA1N       20190101008400100000050000 0100000000003141   
0601BSA1N       20190101008450100000050000 0100000000003142   
0601BSA1N       20190101008500100000050000 0100000000003143   
0601BSA1N       20190101008550100000050000 0100000000003145   
0601BSA1N       20190101008600100000050000 0100000000003146   
0601BSA1N       20190101008650100000050000 0100000000003147   
0601BSA1N       20190101008700100000050000 0100000000003148   
0601BSA1N       20190101008750100000050000 0100000000003149   
0601BSA1N       20190101008800100000050000 0100000000003150   
0601BSA1N       20190101008850100000050000 0100000000003151   
0601BSA1N       20190101008900100000050000 0100000000003152   
0601BSA1N       20190101008950100000050000 0100000000003153   
0601BSA1N       20190101009000100000050000 0100000000003154   
0601BSA1N       20190101009050100000050000 0100000000003155   
0601BSA1N       20190101009100100000050000 0100000000003156   
0601BSA1N       20190101009150100000050000 0100000000003157   
0601BSA1N       20190101009200100000050000 0100000000003158   
0601BSA1N       20190101009250100000050000 0100000000003159   
0601BSA1N       20190101009300100000050000 0100000000003159   
0601BSA1N       20190101009350100000050000 0100000000003161   
0601BSA1N       20190101009400100000050000 0100000000003161   
0601BSA1N       20190101009450100000050000 0100000000003162   
0601BSA1N       20190101009500100000050000 0100000000003163   
0601BSA1N       20190101009550100000050000 0100000000003164   
0601BSA1N       20190101009600100000050000 0100000000003165   
0601BSA1N       20190101009650100000050000 0100000000003166   
0601BSA1N       20190101009700100000050000 0100000000003167   
0601BSA1N       20190101009750100000050000 0100000000003167   
0601BSA1N       20190101009800100000050000 0100000000003169   
0601BSA1N       20190101009850100000050000 0100000000003169   
0601BSA1N       20190101009900100000050000 0100000000003170   
0601BSA1N       20190101009950100000050000 0100000000003171   
0601BSA1N       20190101010000100000100000 0100000000003172   
0601BSA1N       20190101010100100000100000 0100000000003174   
0601BSA1N       20190101010200100000100000 0100000000003175   
0601BSA1N       20190101010300100000100000 0100000000003177   
0601BSA1N       20190101010400100000100000 0100000000003178   
0601BSA1N       20190101010500100000100000 0100000000003180   
0601BSA1N       20190101010600100000100000 0100000000003181   
0601BSA1N       20190101010700100000100000 0100000000003183   
0601BSA1N       20190101010800100000100000 0100000000003184   
0601BSA1N       20190101010900100000100000 0100000000003185   
0601BSA1N       20190101011000100000100000 0100000000003187   
0601BSA1N       20190101011100100000100000 0100000000003188   
0601BSA1N       20190101011200100000100000 0100000000003189   
0601BSA1N       20190101011300100000100000 0100000000003190   
0601BSA1N       20190101011400100000100000 0100000000003192   
0601BSA1N       20190101011500100000100000 0100000000003193   
0601BSA1N       20190101011600100000100000 0100000000003194   
