00BS               20190214                                                                                   
0601BSC4Y       20190101005100100000050000 0400000000002743   
0601BSC4Y       20190101005150100000050000 0400000000002750   
0601BSC4Y       20190101005200100000050000 0400000000002757   
0601BSC4Y       20190101005250100000050000 0400000000002763   
0601BSC4Y       20190101005300100000050000 0400000000002770   
0601BSC4Y       20190101005350100000050000 0400000000002776   
0601BSC4Y       20190101005400100000050000 0400000000002782   
0601BSC4Y       20190101005450100000050000 0400000000002788   
0601BSC4Y       20190101005500100000050000 0400000000002794   
0601BSC4Y       20190101005550100000050000 0400000000002800   
0601BSC4Y       20190101005600100000050000 0400000000002806   
0601BSC4Y       20190101005650100000050000 0400000000002812   
0601BSC4Y       20190101005700100000050000 0400000000002817   
0601BSC4Y       20190101005750100000050000 0400000000002823   
0601BSC4Y       20190101005800100000050000 0400000000002828   
0601BSC4Y       20190101005850100000050000 0400000000002833   
0601BSC4Y       20190101005900100000050000 0400000000002839   
0601BSC4Y       20190101005950100000050000 0400000000002844   
0601BSC4Y       20190101006000100000050000 0400000000002849   
0601BSC4Y       20190101006050100000050000 0400000000002854   
0601BSC4Y       20190101006100100000050000 0400000000002859   
0601BSC4Y       20190101006150100000050000 0400000000002863   
0601BSC4Y       20190101006200100000050000 0400000000002868   
0601BSC4Y       20190101006250100000050000 0400000000002873   
0601BSC4Y       20190101006300100000050000 0400000000002877   
0601BSC4Y       20190101006350100000050000 0400000000002882   
0601BSC4Y       20190101006400100000050000 0400000000002887   
0601BSC4Y       20190101006450100000050000 0400000000002891   
0601BSC4Y       20190101006500100000050000 0400000000002895   
0601BSC4Y       20190101006550100000050000 0400000000002900   
0601BSC4Y       20190101006600100000050000 0400000000002904   
0601BSC4Y       20190101006650100000050000 0400000000002908   
0601BSC4Y       20190101006700100000050000 0400000000002912   
0601BSC4Y       20190101006750100000050000 0400000000002916   
0601BSC4Y       20190101006800100000050000 0400000000002920   
0601BSC4Y       20190101006850100000050000 0400000000002924   
0601BSC4Y       20190101006900100000050000 0400000000002928   
0601BSC4Y       20190101006950100000050000 0400000000002931   
0601BSC4Y       20190101007000100000050000 0400000000002935   
0601BSC4Y       20190101007050100000050000 0400000000002939   
0601BSC4Y       20190101007100100000050000 0400000000002942   
0601BSC4Y       20190101007150100000050000 0400000000002946   
0601BSC4Y       20190101007200100000050000 0400000000002949   
0601BSC4Y       20190101007250100000050000 0400000000002953   
0601BSC4Y       20190101007300100000050000 0400000000002956   
0601BSC4Y       20190101007350100000050000 0400000000002960   
0601BSC4Y       20190101007400100000050000 0400000000002963   
0601BSC4Y       20190101007450100000050000 0400000000002966   
0601BSC4Y       20190101007500100000050000 0400000000002970   
0601BSC4Y       20190101007550100000050000 0400000000002973   
0601BSC4Y       20190101007600100000050000 0400000000002976   
0601BSC4Y       20190101007650100000050000 0400000000002979   
0601BSC4Y       20190101007700100000050000 0400000000002982   
0601BSC4Y       20190101007750100000050000 0400000000002985   
0601BSC4Y       20190101007800100000050000 0400000000002988   
0601BSC4Y       20190101007850100000050000 0400000000002991   
0601BSC4Y       20190101007900100000050000 0400000000002994   
0601BSC4Y       20190101007950100000050000 0400000000002997   
0601BSC4Y       20190101008000100000050000 0400000000003000   
0601BSC4Y       20190101008050100000050000 0400000000003003   
0601BSC4Y       20190101008100100000050000 0400000000003006   
0601BSC4Y       20190101008150100000050000 0400000000003008   
0601BSC4Y       20190101008200100000050000 0400000000003011   
0601BSC4Y       20190101008250100000050000 0400000000003014   
0601BSC4Y       20190101008300100000050000 0400000000003017   
0601BSC4Y       20190101008350100000050000 0400000000003019   
0601BSC4Y       20190101008400100000050000 0400000000003022   
0601BSC4Y       20190101008450100000050000 0400000000003024   
0601BSC4Y       20190101008500100000050000 0400000000003026   
0601BSC4Y       20190101008550100000050000 0400000000003028   
0601BSC4Y       20190101008600100000050000 0400000000003030   
0601BSC4Y       20190101008650100000050000 0400000000003031   
0601BSC4Y       20190101008700100000050000 0400000000003033   
0601BSC4Y       20190101008750100000050000 0400000000003035   
0601BSC4Y       20190101008800100000050000 0400000000003036   
0601BSC4Y       20190101008850100000050000 0400000000003038   
0601BSC4Y       20190101008900100000050000 0400000000003040   
0601BSC4Y       20190101008950100000050000 0400000000003041   
0601BSC4Y       20190101009000100000050000 0400000000003043   
0601BSC4Y       20190101009050100000050000 0400000000003045   
0601BSC4Y       20190101009100100000050000 0400000000003046   
0601BSC4Y       20190101009150100000050000 0400000000003048   
0601BSC4Y       20190101009200100000050000 0400000000003049   
0601BSC4Y       20190101009250100000050000 0400000000003051   
0601BSC4Y       20190101009300100000050000 0400000000003052   
0601BSC4Y       20190101009350100000050000 0400000000003054   
0601BSC4Y       20190101009400100000050000 0400000000003055   
0601BSC4Y       20190101009450100000050000 0400000000003057   
0601BSC4Y       20190101009500100000050000 0400000000003058   
0601BSC4Y       20190101009550100000050000 0400000000003060   
0601BSC4Y       20190101009600100000050000 0400000000003061   
0601BSC4Y       20190101009650100000050000 0400000000003062   
0601BSC4Y       20190101009700100000050000 0400000000003064   
0601BSC4Y       20190101009750100000050000 0400000000003065   
0601BSC4Y       20190101009800100000050000 0400000000003067   
0601BSC4Y       20190101009850100000050000 0400000000003068   
0601BSC4Y       20190101009900100000050000 0400000000003069   
0601BSC4Y       20190101009950100000050000 0400000000003071   
0601BSC4Y       20190101010000100000100000 0400000000003072   
0601BSC4Y       20190101010100100000100000 0400000000003075   
0601BSC4Y       20190101010200100000100000 0400000000003077   
0601BSC4Y       20190101010300100000100000 0400000000003080   
0601BSC4Y       20190101010400100000100000 0400000000003082   
0601BSC4Y       20190101010500100000100000 0400000000003085   
0601BSC4Y       20190101010600100000100000 0400000000003087   
0601BSC4Y       20190101010700100000100000 0400000000003089   
0601BSC4Y       20190101010800100000100000 0400000000003091   
0601BSC4Y       20190101010900100000100000 0400000000003094   
0601BSC4Y       20190101011000100000100000 0400000000003096   
0601BSC4Y       20190101011100100000100000 0400000000003098   
0601BSC4Y       20190101011200100000100000 0400000000003100   
0601BSC4Y       20190101011300100000100000 0400000000003102   
0601BSC4Y       20190101011400100000100000 0400000000003104   
0601BSC4Y       20190101011500100000100000 0400000000003106   
0601BSC4Y       20190101011600100000100000 0400000000003108   
0601BSC4Y       20190101011700100000100000 0400000000003110   
0601BSC4Y       20190101011800100000100000 0400000000003112   
0601BSC4Y       20190101011900100000100000 0400000000003113   
0601BSC4Y       20190101012000100000100000 0400000000003115   
0601BSC4Y       20190101012100100000100000 0400000000003117   
0601BSC4Y       20190101012200100000100000 0400000000003119   
0601BSC4Y       20190101012300100000100000 0400000000003121   
0601BSC4Y       20190101012400100000100000 0400000000003122   
0601BSC4Y       20190101012500100000100000 0400000000003124   
0601BSC4Y       20190101012600100000100000 0400000000003126   
0601BSC4Y       20190101012700100000100000 0400000000003127   
0601BSC4Y       20190101012800100000100000 0400000000003129   
0601BSC4Y       20190101012900100000100000 0400000000003130   
0601BSC4Y       20190101013000100000100000 0400000000003132   
0601BSC4Y       20190101013100100000100000 0400000000003133   
0601BSC4Y       20190101013200100000100000 0400000000003135   
0601BSC4Y       20190101013300100000100000 0400000000003136   
0601BSC4Y       20190101013400100000100000 0400000000003138   
0601BSC4Y       20190101013500100000100000 0400000000003139   
0601BSC4Y       20190101013600100000100000 0400000000003141   
0601BSC4Y       20190101013700100000100000 0400000000003142   
0601BSC4Y       20190101013800100000100000 0400000000003143   
0601BSC4Y       20190101013900100000100000 0400000000003145   
0601BSC4Y       20190101014000100000100000 0400000000003146   
0601BSC4Y       20190101014100100000100000 0400000000003147   
0601BSC4Y       20190101014200100000100000 0400000000003149   
0601BSC4Y       20190101014300100000100000 0400000000003150   
0601BSC4Y       20190101014400100000100000 0400000000003151   
0601BSC4Y       20190101014500100000100000 0400000000003152   
0601BSC4Y       20190101014600100000100000 0400000000003154   
0601BSC4Y       20190101014700100000100000 0400000000003155   
0601BSC4Y       20190101014800100000100000 0400000000003156   
0601BSC4Y       20190101014900100000100000 0400000000003157   
0601BSC4Y       20190101015000100000100000 0400000000003158   
0601BSC4Y       20190101015100100000100000 0400000000003160   
0601BSC4Y       20190101015200100000100000 0400000000003161   
0601BSC4Y       20190101015300100000100000 0400000000003162   
0601BSC4Y       20190101015400100000100000 0400000000003163   
0601BSC4Y       20190101015500100000100000 0400000000003164   
0601BSC4Y       20190101015600100000100000 0400000000003165   
0601BSC4Y       20190101015700100000100000 0400000000003166   
0601BSC4Y       20190101015800100000100000 0400000000003167   
0601BSC4Y       20190101015900100000100000 0400000000003168   
0601BSC4Y       20190101016000100000100000 0400000000003169   
0601BSC4Y       20190101016100100000100000 0400000000003170   
0601BSC4Y       20190101016200100000100000 0400000000003171   
0601BSC4Y       20190101016300100000100000 0400000000003172   
0601BSC4Y       20190101016400100000100000 0400000000003173   
0601BSC4Y       20190101016500100000100000 0400000000003174   
0601BSC4Y       20190101016600100000100000 0400000000003175   
0601BSC4Y       20190101016700100000100000 0400000000003176   
0601BSC4Y       20190101016800100000100000 0400000000003177   
0601BSC4Y       20190101016900100000100000 0400000000003178   
0601BSC4Y       20190101017000100000100000 0400000000003179   
0601BSC4Y       20190101017100100000100000 0400000000003180   
0601BSC4Y       20190101017200100000100000 0400000000003181   
0601BSC4Y       20190101017300100000100000 0400000000003181   
0601BSC4Y       20190101017400100000100000 0400000000003182   
0601BSC4Y       20190101017500100000100000 0400000000003183   
0601BSC4Y       20190101017600100000100000 0400000000003184   
0601BSC4Y       20190101017700100000100000 0400000000003185   
0601BSC4Y       20190101017800100000100000 0400000000003186   
0601BSC4Y       20190101017900100000100000 0400000000003186   
0601BSC4Y       20190101018000100000100000 0400000000003187   
0601BSC4Y       20190101018100100000100000 0400000000003188   
0601BSC4Y       20190101018200100000100000 0400000000003189   
0601BSC4Y       20190101018300100000100000 0400000000003190   
0601BSC4Y       20190101018400100000100000 0400000000003190   
0601BSC4Y       20190101018500100000100000 0400000000003191   
0601BSC4Y       20190101018600100000100000 0400000000003192   
0601BSC4Y       20190101018700100000100000 0400000000003193   
0601BSC4Y       20190101018800100000100000 0400000000003193   
0601BSC4Y       20190101018900100000100000 0400000000003194   
0601BSC4Y       20190101019000100000100000 0400000000003195   
0601BSC4Y       20190101019100100000100000 0400000000003196   
0601BSC4Y       20190101019200100000100000 0400000000003196   
0601BSC4Y       20190101019300100000100000 0400000000003197   
0601BSC4Y       20190101019400100000100000 0400000000003198   
0601BSC4Y       20190101019500100000100000 0400000000003198   
0601BSC4Y       20190101019600100000100000 0400000000003199   
0601BSC4Y       20190101019700100000100000 0400000000003200   
0601BSC4Y       20190101019800100000100000 0400000000003200   
0601BSC4Y       20190101019900100000100000 0400000000003201   
0601BSC4Y       20190101020000100001000000 0400000000003205   
0601BSC4Y       20190101021000100001000000 0400000000003211   
0601BSC4Y       20190101022000100001000000 0400000000003216   
0601BSC4Y       20190101023000100001000000 0400000000003221   
0601BSC4Y       20190101024000100001000000 0400000000003226   
0601BSC4Y       20190101025000100001000000 0400000000003230   
0601BSC4Y       20190101026000100001000000 0400000000003234   
0601BSC4Y       20190101027000100001000000 0400000000003237   
0601BSC4Y       20190101028000100001000000 0400000000003241   
0601BSC4Y       20190101029000100001000000 0400000000003244   
0601BSC4Y       20190101030000100001000000 0400000000003247   
0601BSC4Y       20190101031000100001000000 0400000000003249   
0601BSC4Y       20190101032000100001000000 0400000000003252   
0601BSC4Y       20190101033000100001000000 0400000000003254   
0601BSC4Y       20190101034000100001000000 0400000000003257   
0601BSC4Y       20190101035000100001000000 0400000000003259   
0601BSC4Y       20190101036000100001000000 0400000000003261   
0601BSC4Y       20190101037000100001000000 0400000000003263   
0601BSC4Y       20190101038000100001000000 0400000000003264   
0601BSC4Y       20190101039000100001000000 0400000000003266   
0601BSC4Y       20190101040000100001000000 0400000000003268   
0601BSC4Y       20190101041000100001000000 0400000000003269   
0601BSC4Y       20190101042000100001000000 0400000000003271   
0601BSC4Y       20190101043000100001000000 0400000000003272   
0601BSC4Y       20190101044000100001000000 0400000000003274   
0601BSC4Y       20190101045000100001000000 0400000000003275   
0601BSC4Y       20190101046000100001000000 0400000000003276   
0601BSC4Y       20190101047000100001000000 0400000000003277   
0601BSC4Y       20190101048000100001000000 0400000000003279   
0601BSC4Y       20190101049000100001000000 0400000000003280   
0601BSC4Y       20190101050000100001000000 0400000000003281   
0601BSC4Y       20190101051000100001000000 0400000000003282   
0601BSC4Y       20190101052000100001000000 0400000000003283   
0601BSC4Y       20190101053000100001000000 0400000000003284   
0601BSC4Y       20190101054000100001000000 0400000000003284   
0601BSC4Y       20190101055000100001000000 0400000000003285   
0601BSC4Y       20190101056000100001000000 0400000000003286   
0601BSC4Y       20190101057000100001000000 0400000000003287   
0601BSC4Y       20190101058000100001000000 0400000000003288   
0601BSC4Y       20190101059000100001000000 0400000000003289   
0601BSC4Y       20190101060000100010000000 0400000000003292   
0601BSC4Y       20190101070000100010000000 0400000000003298   
0601BSC4Y       20190101080000100010000000 0400000000003302   
0601BSC4Y       20190101090000100010000000 0400000000003305   
0601BSC4Y       20190101100000100010000000 0400000000003308   
0601BSC5Y       20190101000000100000110000 0500000000000000   
0601BSC5Y       20190101000110100000010000 0500000000000000   
0601BSC5Y       20190101000120100000010000 0500000000000000   
0601BSC5Y       20190101000130100000010000 0500000000000000   
0601BSC5Y       20190101000140100000010000 0500000000000000   
0601BSC5Y       20190101000150100000010000 0500000000000000   
0601BSC5Y       20190101000160100000010000 0500000000000000   
0601BSC5Y       20190101000170100000010000 0500000000000000   
0601BSC5Y       20190101000180100000010000 0500000000000000   
0601BSC5Y       20190101000190100000010000 0500000000000000   
0601BSC5Y       20190101000200100000010000 0500000000000000   
0601BSC5Y       20190101000210100000010000 0500000000000000   
0601BSC5Y       20190101000220100000010000 0500000000000000   
0601BSC5Y       20190101000230100000010000 0500000000000000   
0601BSC5Y       20190101000240100000010000 0500000000000000   
0601BSC5Y       20190101000250100000010000 0500000000000000   
0601BSC5Y       20190101000260100000010000 0500000000000000   
0601BSC5Y       20190101000270100000010000 0500000000000000   
0601BSC5Y       20190101000280100000010000 0500000000000000   
0601BSC5Y       20190101000290100000010000 0500000000000000   
0601BSC5Y       20190101000300100000010000 0500000000000000   
0601BSC5Y       20190101000310100000010000 0500000000000000   
0601BSC5Y       20190101000320100000010000 0500000000000000   
0601BSC5Y       20190101000330100000010000 0500000000000000   
0601BSC5Y       20190101000340100000010000 0500000000000000   
0601BSC5Y       20190101000350100000010000 0500000000000000   
0601BSC5Y       20190101000360100000010000 0500000000000000   
0601BSC5Y       20190101000370100000010000 0500000000000000   
0601BSC5Y       20190101000380100000010000 0500000000000000   
0601BSC5Y       20190101000390100000010000 0500000000000000   
0601BSC5Y       20190101000400100000010000 0500000000000000   
0601BSC5Y       20190101000410100000010000 0500000000000000   
0601BSC5Y       20190101000420100000010000 0500000000000017   
0601BSC5Y       20190101000430100000010000 0500000000000063   
0601BSC5Y       20190101000440100000010000 0500000000000103   
0601BSC5Y       20190101000450100000010000 0500000000000141   
0601BSC5Y       20190101000460100000010000 0500000000000181   
0601BSC5Y       20190101000470100000010000 0500000000000216   
0601BSC5Y       20190101000480100000010000 0500000000000253   
0601BSC5Y       20190101000490100000010000 0500000000000285   
0601BSC5Y       20190101000500100000010000 0500000000000319   
0601BSC5Y       20190101000510100000010000 0500000000000349   
0601BSC5Y       20190101000520100000010000 0500000000000377   
0601BSC5Y       20190101000530100000010000 0500000000000408   
0601BSC5Y       20190101000540100000010000 0500000000000434   
0601BSC5Y       20190101000550100000010000 0500000000000462   
0601BSC5Y       20190101000560100000010000 0500000000000487   
0601BSC5Y       20190101000570100000010000 0500000000000513   
0601BSC5Y       20190101000580100000010000 0500000000000536   
0601BSC5Y       20190101000590100000010000 0500000000000561   
0601BSC5Y       20190101000600100000010000 0500000000000582   
0601BSC5Y       20190101000610100000010000 0500000000000602   
0601BSC5Y       20190101000620100000010000 0500000000000625   
0601BSC5Y       20190101000630100000010000 0500000000000644   
0601BSC5Y       20190101000640100000010000 0500000000000665   
0601BSC5Y       20190101000650100000010000 0500000000000683   
0601BSC5Y       20190101000660100000010000 0500000000000703   
0601BSC5Y       20190101000670100000010000 0500000000000720   
0601BSC5Y       20190101000680100000010000 0500000000000736   
0601BSC5Y       20190101000690100000010000 0500000000000754   
0601BSC5Y       20190101000700100000010000 0500000000000770   
0601BSC5Y       20190101000710100000010000 0500000000000787   
0601BSC5Y       20190101000720100000010000 0500000000000802   
0601BSC5Y       20190101000730100000010000 0500000000000818   
0601BSC5Y       20190101000740100000010000 0500000000000832   
0601BSC5Y       20190101000750100000010000 0500000000000845   
0601BSC5Y       20190101000760100000010000 0500000000000860   
0601BSC5Y       20190101000770100000010000 0500000000000873   
0601BSC5Y       20190101000780100000010000 0500000000000887   
0601BSC5Y       20190101000790100000010000 0500000000000899   
0601BSC5Y       20190101000800100000010000 0500000000000913   
0601BSC5Y       20190101000810100000010000 0500000000000925   
0601BSC5Y       20190101000820100000010000 0500000000000938   
0601BSC5Y       20190101000830100000010000 0500000000000949   
0601BSC5Y       20190101000840100000010000 0500000000000961   
0601BSC5Y       20190101000850100000010000 0500000000000977   
0601BSC5Y       20190101000860100000010000 0500000000000989   
0601BSC5Y       20190101000870100000010000 0500000000001004   
0601BSC5Y       20190101000880100000010000 0500000000001017   
0601BSC5Y       20190101000890100000010000 0500000000001031   
0601BSC5Y       20190101000900100000010000 0500000000001043   
0601BSC5Y       20190101000910100000010000 0500000000001055   
0601BSC5Y       20190101000920100000010000 0500000000001068   
0601BSC5Y       20190101000930100000010000 0500000000001079   
0601BSC5Y       20190101000940100000010000 0500000000001092   
0601BSC5Y       20190101000950100000010000 0500000000001103   
0601BSC5Y       20190101000960100000010000 0500000000001115   
0601BSC5Y       20190101000970100000010000 0500000000001125   
0601BSC5Y       20190101000980100000010000 0500000000001137   
0601BSC5Y       20190101000990100000010000 0500000000001148   
0601BSC5Y       20190101001000100000050000 0500000000001180   
0601BSC5Y       20190101001050100000050000 0500000000001231   
0601BSC5Y       20190101001100100000050000 0500000000001279   
0601BSC5Y       20190101001150100000050000 0500000000001325   
0601BSC5Y       20190101001200100000050000 0500000000001368   
0601BSC5Y       20190101001250100000050000 0500000000001412   
0601BSC5Y       20190101001300100000050000 0500000000001454   
0601BSC5Y       20190101001350100000050000 0500000000001496   
0601BSC5Y       20190101001400100000050000 0500000000001536   
0601BSC5Y       20190101001450100000050000 0500000000001577   
0601BSC5Y       20190101001500100000050000 0500000000001621   
0601BSC5Y       20190101001550100000050000 0500000000001664   
0601BSC5Y       20190101001600100000050000 0500000000001705   
0601BSC5Y       20190101001650100000050000 0500000000001744   
0601BSC5Y       20190101001700100000050000 0500000000001781   
0601BSC5Y       20190101001750100000050000 0500000000001815   
0601BSC5Y       20190101001800100000050000 0500000000001849   
0601BSC5Y       20190101001850100000050000 0500000000001880   
0601BSC5Y       20190101001900100000050000 0500000000001910   
0601BSC5Y       20190101001950100000050000 0500000000001939   
0601BSC5Y       20190101002000100000050000 0500000000001966   
0601BSC5Y       20190101002050100000050000 0500000000001992   
0601BSC5Y       20190101002100100000050000 0500000000002017   
0601BSC5Y       20190101002150100000050000 0500000000002040   
0601BSC5Y       20190101002200100000050000 0500000000002063   
0601BSC5Y       20190101002250100000050000 0500000000002085   
0601BSC5Y       20190101002300100000050000 0500000000002106   
0601BSC5Y       20190101002350100000050000 0500000000002126   
0601BSC5Y       20190101002400100000050000 0500000000002146   
0601BSC5Y       20190101002450100000050000 0500000000002164   
0601BSC5Y       20190101002500100000050000 0500000000002181   
0601BSC5Y       20190101002550100000050000 0500000000002199   
0601BSC5Y       20190101002600100000050000 0500000000002216   
0601BSC5Y       20190101002650100000050000 0500000000002231   
0601BSC5Y       20190101002700100000050000 0500000000002247   
0601BSC5Y       20190101002750100000050000 0500000000002262   
0601BSC5Y       20190101002800100000050000 0500000000002276   
0601BSC5Y       20190101002850100000050000 0500000000002291   
0601BSC5Y       20190101002900100000050000 0500000000002304   
0601BSC5Y       20190101002950100000050000 0500000000002317   
0601BSC5Y       20190101003000100000050000 0500000000002330   
0601BSC5Y       20190101003050100000050000 0500000000002342   
0601BSC5Y       20190101003100100000050000 0500000000002353   
0601BSC5Y       20190101003150100000050000 0500000000002365   
0601BSC5Y       20190101003200100000050000 0500000000002376   
0601BSC5Y       20190101003250100000050000 0500000000002387   
0601BSC5Y       20190101003300100000050000 0500000000002397   
0601BSC5Y       20190101003350100000050000 0500000000002408   
0601BSC5Y       20190101003400100000050000 0500000000002418   
0601BSC5Y       20190101003450100000050000 0500000000002427   
0601BSC5Y       20190101003500100000050000 0500000000002437   
0601BSC5Y       20190101003550100000050000 0500000000002446   
0601BSC5Y       20190101003600100000050000 0500000000002455   
0601BSC5Y       20190101003650100000050000 0500000000002464   
0601BSC5Y       20190101003700100000050000 0500000000002472   
0601BSC5Y       20190101003750100000050000 0500000000002480   
0601BSC5Y       20190101003800100000050000 0500000000002488   
0601BSC5Y       20190101003850100000050000 0500000000002496   
0601BSC5Y       20190101003900100000050000 0500000000002503   
0601BSC5Y       20190101003950100000050000 0500000000002511   
0601BSC5Y       20190101004000100000050000 0500000000002518   
0601BSC5Y       20190101004050100000050000 0500000000002526   
0601BSC5Y       20190101004100100000050000 0500000000002537   
0601BSC5Y       20190101004150100000050000 0500000000002548   
0601BSC5Y       20190101004200100000050000 0500000000002558   
0601BSC5Y       20190101004250100000050000 0500000000002569   
0601BSC5Y       20190101004300100000050000 0500000000002579   
0601BSC5Y       20190101004350100000050000 0500000000002588   
0601BSC5Y       20190101004400100000050000 0500000000002598   
0601BSC5Y       20190101004450100000050000 0500000000002608   
0601BSC5Y       20190101004500100000050000 0500000000002617   
0601BSC5Y       20190101004550100000050000 0500000000002626   
0601BSC5Y       20190101004600100000050000 0500000000002635   
0601BSC5Y       20190101004650100000050000 0500000000002643   
0601BSC5Y       20190101004700100000050000 0500000000002652   
0601BSC5Y       20190101004750100000050000 0500000000002660   
0601BSC5Y       20190101004800100000050000 0500000000002668   
0601BSC5Y       20190101004850100000050000 0500000000002677   
0601BSC5Y       20190101004900100000050000 0500000000002684   
0601BSC5Y       20190101004950100000050000 0500000000002692   
0601BSC5Y       20190101005000100000050000 0500000000002700   
0601BSC5Y       20190101005050100000050000 0500000000002707   
0601BSC5Y       20190101005100100000050000 0500000000002714   
0601BSC5Y       20190101005150100000050000 0500000000002721   
0601BSC5Y       20190101005200100000050000 0500000000002728   
0601BSC5Y       20190101005250100000050000 0500000000002735   
0601BSC5Y       20190101005300100000050000 0500000000002742   
0601BSC5Y       20190101005350100000050000 0500000000002748   
0601BSC5Y       20190101005400100000050000 0500000000002755   
0601BSC5Y       20190101005450100000050000 0500000000002761   
0601BSC5Y       20190101005500100000050000 0500000000002767   
0601BSC5Y       20190101005550100000050000 0500000000002773   
0601BSC5Y       20190101005600100000050000 0500000000002780   
0601BSC5Y       20190101005650100000050000 0500000000002786   
0601BSC5Y       20190101005700100000050000 0500000000002791   
0601BSC5Y       20190101005750100000050000 0500000000002797   
0601BSC5Y       20190101005800100000050000 0500000000002803   
0601BSC5Y       20190101005850100000050000 0500000000002808   
0601BSC5Y       20190101005900100000050000 0500000000002814   
0601BSC5Y       20190101005950100000050000 0500000000002819   
0601BSC5Y       20190101006000100000050000 0500000000002824   
0601BSC5Y       20190101006050100000050000 0500000000002829   
0601BSC5Y       20190101006100100000050000 0500000000002835   
0601BSC5Y       20190101006150100000050000 0500000000002840   
0601BSC5Y       20190101006200100000050000 0500000000002845   
0601BSC5Y       20190101006250100000050000 0500000000002850   
0601BSC5Y       20190101006300100000050000 0500000000002854   
0601BSC5Y       20190101006350100000050000 0500000000002859   
0601BSC5Y       20190101006400100000050000 0500000000002864   
0601BSC5Y       20190101006450100000050000 0500000000002868   
0601BSC5Y       20190101006500100000050000 0500000000002872   
0601BSC5Y       20190101006550100000050000 0500000000002877   
0601BSC5Y       20190101006600100000050000 0500000000002881   
0601BSC5Y       20190101006650100000050000 0500000000002886   
0601BSC5Y       20190101006700100000050000 0500000000002890   
0601BSC5Y       20190101006750100000050000 0500000000002894   
0601BSC5Y       20190101006800100000050000 0500000000002898   
0601BSC5Y       20190101006850100000050000 0500000000002903   
0601BSC5Y       20190101006900100000050000 0500000000002906   
0601BSC5Y       20190101006950100000050000 0500000000002910   
0601BSC5Y       20190101007000100000050000 0500000000002914   
0601BSC5Y       20190101007050100000050000 0500000000002918   
0601BSC5Y       20190101007100100000050000 0500000000002922   
0601BSC5Y       20190101007150100000050000 0500000000002925   
0601BSC5Y       20190101007200100000050000 0500000000002929   
0601BSC5Y       20190101007250100000050000 0500000000002933   
0601BSC5Y       20190101007300100000050000 0500000000002936   
0601BSC5Y       20190101007350100000050000 0500000000002940   
0601BSC5Y       20190101007400100000050000 0500000000002943   
0601BSC5Y       20190101007450100000050000 0500000000002947   
0601BSC5Y       20190101007500100000050000 0500000000002950   
0601BSC5Y       20190101007550100000050000 0500000000002954   
0601BSC5Y       20190101007600100000050000 0500000000002957   
0601BSC5Y       20190101007650100000050000 0500000000002960   
0601BSC5Y       20190101007700100000050000 0500000000002963   
0601BSC5Y       20190101007750100000050000 0500000000002967   
0601BSC5Y       20190101007800100000050000 0500000000002970   
0601BSC5Y       20190101007850100000050000 0500000000002973   
0601BSC5Y       20190101007900100000050000 0500000000002976   
0601BSC5Y       20190101007950100000050000 0500000000002979   
0601BSC5Y       20190101008000100000050000 0500000000002982   
0601BSC5Y       20190101008050100000050000 0500000000002985   
0601BSC5Y       20190101008100100000050000 0500000000002988   
0601BSC5Y       20190101008150100000050000 0500000000002991   
0601BSC5Y       20190101008200100000050000 0500000000002994   
0601BSC5Y       20190101008250100000050000 0500000000002997   
0601BSC5Y       20190101008300100000050000 0500000000002999   
0601BSC5Y       20190101008350100000050000 0500000000003002   
0601BSC5Y       20190101008400100000050000 0500000000003005   
0601BSC5Y       20190101008450100000050000 0500000000003007   
0601BSC5Y       20190101008500100000050000 0500000000003010   
0601BSC5Y       20190101008550100000050000 0500000000003012   
0601BSC5Y       20190101008600100000050000 0500000000003014   
0601BSC5Y       20190101008650100000050000 0500000000003016   
0601BSC5Y       20190101008700100000050000 0500000000003018   
0601BSC5Y       20190101008750100000050000 0500000000003020   
0601BSC5Y       20190101008800100000050000 0500000000003021   
0601BSC5Y       20190101008850100000050000 0500000000003023   
0601BSC5Y       20190101008900100000050000 0500000000003025   
0601BSC5Y       20190101008950100000050000 0500000000003026   
0601BSC5Y       20190101009000100000050000 0500000000003028   
0601BSC5Y       20190101009050100000050000 0500000000003030   
0601BSC5Y       20190101009100100000050000 0500000000003031   
0601BSC5Y       20190101009150100000050000 0500000000003033   
0601BSC5Y       20190101009200100000050000 0500000000003035   
0601BSC5Y       20190101009250100000050000 0500000000003036   
0601BSC5Y       20190101009300100000050000 0500000000003038   
0601BSC5Y       20190101009350100000050000 0500000000003039   
0601BSC5Y       20190101009400100000050000 0500000000003041   
0601BSC5Y       20190101009450100000050000 0500000000003042   
0601BSC5Y       20190101009500100000050000 0500000000003044   
0601BSC5Y       20190101009550100000050000 0500000000003045   
0601BSC5Y       20190101009600100000050000 0500000000003047   
0601BSC5Y       20190101009650100000050000 0500000000003049   
0601BSC5Y       20190101009700100000050000 0500000000003050   
0601BSC5Y       20190101009750100000050000 0500000000003051   
0601BSC5Y       20190101009800100000050000 0500000000003053   
0601BSC5Y       20190101009850100000050000 0500000000003054   
0601BSC5Y       20190101009900100000050000 0500000000003056   
0601BSC5Y       20190101009950100000050000 0500000000003057   
0601BSC5Y       20190101010000100000100000 0500000000003059   
0601BSC5Y       20190101010100100000100000 0500000000003062   
0601BSC5Y       20190101010200100000100000 0500000000003064   
0601BSC5Y       20190101010300100000100000 0500000000003067   
0601BSC5Y       20190101010400100000100000 0500000000003069   
