00AG               20181002                                                                                   
0601AGC6Y       20190101000495100000005000 0600000840000170   
0601AGC6Y       20190101000500100000005000 0600000900000180   
0601AGC6Y       20190101000505100000005000 0600000960000190   
0601AGC6Y       20190101000510100000005000 0600000970000190   
0601AGC6Y       20190101000515100000005000 0600001030000200   
0601AGC6Y       20190101000520100000005000 0600001090000210   
0601AGC6Y       20190101000525100000005000 0600001100000210   
0601AGC6Y       20190101000530100000005000 0600001170000220   
0601AGC6Y       20190101000535100000005000 0600001230000230   
0601AGC6Y       20190101000540100000005000 0600001240000230   
0601AGC6Y       20190101000545100000005000 0600001310000240   
0601AGC6Y       20190101000550100000005000 0600001320000240   
0601AGC6Y       20190101000555100000005000 0600001390000250   
0601AGC6Y       20190101000560100000005000 0600001460000260   
0601AGC6Y       20190101000565100000005000 0600001470000260   
0601AGC6Y       20190101000570100000005000 0600001540000270   
0601AGC6Y       20190101000575100000005000 0600001550000270   
0601AGC6Y       20190101000580100000005000 0600001630000280   
0601AGC6Y       20190101000585100000005000 0600001640000280   
0601AGC6Y       20190101000590100000005000 0600001710000290   
0601AGC6Y       20190101000595100000005000 0600001790000300   
0601AGC6Y       20190101000600100000005000 0600001800000300   
0601AGC6Y       20190101000605100000005000 0600001880000310   
0601AGC6Y       20190101000610100000005000 0600001890000310   
0601AGC6Y       20190101000615100000005000 0600001970000320   
0601AGC6Y       20190101000620100000005000 0600001990000320   
0601AGC6Y       20190101000625100000005000 0600002070000330   
0601AGC6Y       20190101000630100000005000 0600002080000330   
0601AGC6Y       20190101000635100000005000 0600002160000340   
0601AGC6Y       20190101000640100000005000 0600002180000340   
0601AGC6Y       20190101000645100000005000 0600002260000350   
0601AGC6Y       20190101000650100000005000 0600002340000360   
0601AGC6Y       20190101000655100000005000 0600002360000360   
0601AGC6Y       20190101000660100000005000 0600002450000370   
0601AGC6Y       20190101000665100000005000 0600002460000370   
0601AGC6Y       20190101000670100000005000 0600002480000370   
0601AGC6Y       20190101000675100000005000 0600002570000380   
0601AGC6Y       20190101000680100000005000 0600002660000390   
0601AGC6Y       20190101000685100000005000 0600002680000390   
0601AGC6Y       20190101000690100000005000 0600002770000400   
0601AGC6Y       20190101000695100000005000 0600002790000400   
0601AGC6Y       20190101000700100000005000 0600002880000410   
0601AGC6Y       20190101000705100000005000 0600002900000410   
0601AGC6Y       20190101000710100000005000 0600002990000420   
0601AGC6Y       20190101000715100000005000 0600003010000420   
0601AGC6Y       20190101000720100000005000 0600003100000430   
0601AGC6Y       20190101000725100000005000 0600003120000430   
0601AGC6Y       20190101000730100000005000 0600003220000440   
0601AGC6Y       20190101000735100000005000 0600003240000440   
0601AGC6Y       20190101000740100000005000 0600003340000450   
0601AGC6Y       20190101000745100000005000 0600003430000460   
0601AGC6Y       20190101000750100000005000 0600003460000460   
0601AGC6Y       20190101000755100000005000 0600003560000470   
0601AGC6Y       20190101000760100000005000 0600003580000470   
0601AGC6Y       20190101000765100000005000 0600003680000480   
0601AGC6Y       20190101000770100000005000 0600003700000480   
0601AGC6Y       20190101000775100000005000 0600003800000490   
0601AGC6Y       20190101000780100000005000 0600003830000490   
0601AGC6Y       20190101000785100000005000 0600003930000500   
0601AGC6Y       20190101000790100000005000 0600003960000500   
0601AGC6Y       20190101000795100000005000 0600003980000500   
0601AGC6Y       20190101000800100000005000 0600004090000510   
0601AGC6Y       20190101000805100000005000 0600004110000510   
0601AGC6Y       20190101000810100000005000 0600004220000520   
0601AGC6Y       20190101000815100000005000 0600004250000520   
0601AGC6Y       20190101000820100000005000 0600004350000530   
0601AGC6Y       20190101000825100000005000 0600004380000530   
0601AGC6Y       20190101000830100000005000 0600004490000540   
0601AGC6Y       20190101000835100000005000 0600004520000540   
0601AGC6Y       20190101000840100000005000 0600004630000550   
0601AGC6Y       20190101000845100000005000 0600004660000550   
0601AGC6Y       20190101000850100000005000 0600004770000560   
0601AGC6Y       20190101000855100000005000 0600004800000560   
0601AGC6Y       20190101000860100000005000 0600004910000570   
0601AGC6Y       20190101000865100000005000 0600004940000570   
0601AGC6Y       20190101000870100000005000 0600005060000580   
0601AGC6Y       20190101000875100000005000 0600005080000580   
0601AGC6Y       20190101000880100000005000 0600005200000590   
0601AGC6Y       20190101000885100000005000 0600005230000590   
0601AGC6Y       20190101000890100000005000 0600005350000600   
0601AGC6Y       20190101000895100000005000 0600005380000600   
0601AGC6Y       20190101000900100000005000 0600005500000610   
0601AGC6Y       20190101000905100000005000 0600005530000610   
0601AGC6Y       20190101000910100000005000 0600005650000620   
0601AGC6Y       20190101000915100000005000 0600005680000620   
0601AGC6Y       20190101000920100000005000 0600005710000620   
0601AGC6Y       20190101000925100000005000 0600005840000630   
0601AGC6Y       20190101000930100000005000 0600005870000630   
0601AGC6Y       20190101000935100000005000 0600006000000640   
0601AGC6Y       20190101000940100000005000 0600006030000640   
0601AGC6Y       20190101000945100000005000 0600006150000650   
0601AGC6Y       20190101000950100000005000 0600006280000660   
0601AGC6Y       20190101000955100000005000 0600006310000660   
0601AGC6Y       20190101000960100000005000 0600006440000670   
0601AGC6Y       20190101000965100000005000 0600006480000670   
0601AGC6Y       20190101000970100000005000 0600006610000680   
0601AGC6Y       20190101000975100000005000 0600006740000690   
0601AGC6Y       20190101000980100000005000 0600006770000690   
0601AGC6Y       20190101000985100000005000 0600006910000700   
0601AGC6Y       20190101000990100000005000 0600006940000700   
0601AGC6Y       20190101000995100000005000 0600007080000710   
0601AGC6Y       20190101001000100000050000 0600000000000740   
0601AGC6Y       20190101001050100000050000 0600000000000790   
0601AGC6Y       20190101001100100000050000 0600000000000840   
0601AGC6Y       20190101001150100000050000 0600000000000890   
0601AGC6Y       20190101001200100000050000 0600000000000940   
0601AGC6Y       20190101001250100000050000 0600000000000990   
0601AGC6Y       20190101001300100000050000 0600000000001040   
0601AGC6Y       20190101001350100000050000 0600000000001090   
0601AGC6Y       20190101001400100000050000 0600000000001140   
0601AGC6Y       20190101001450100000050000 0600000000001190   
0601AGC6Y       20190101001500100000050000 0600000000001240   
0601AGC6Y       20190101001550100000050000 0600000000001280   
0601AGC6Y       20190101001600100000050000 0600000000001340   
0601AGC6Y       20190101001650100000050000 0600000000001390   
0601AGC6Y       20190101001700100000050000 0600000000001430   
0601AGC6Y       20190101001750100000050000 0600000000001480   
0601AGC6Y       20190101001800100000050000 0600000000001520   
0601AGC6Y       20190101001850100000050000 0600000000001560   
0601AGC6Y       20190101001900100000050000 0600000000001590   
0601AGC6Y       20190101001950100000050000 0600000000001630   
0601AGC6Y       20190101002000100000050000 0600000000001670   
0601AGC6Y       20190101002050100000050000 0600000000001700   
0601AGC6Y       20190101002100100000050000 0600000000001730   
0601AGC6Y       20190101002150100000050000 0600000000001770   
0601AGC6Y       20190101002200100000050000 0600000000001800   
0601AGC6Y       20190101002250100000050000 0600000000001830   
0601AGC6Y       20190101002300100000050000 0600000000001850   
0601AGC6Y       20190101002350100000050000 0600000000001880   
0601AGC6Y       20190101002400100000050000 0600000000001910   
0601AGC6Y       20190101002450100000050000 0600000000001930   
0601AGC6Y       20190101002500100000050000 0600000000001960   
0601AGC6Y       20190101002550100000050000 0600000000001980   
0601AGC6Y       20190101002600100000050000 0600000000002000   
0601AGC6Y       20190101002650100000050000 0600000000002030   
0601AGC6Y       20190101002700100000050000 0600000000002050   
0601AGC6Y       20190101002750100000050000 0600000000002070   
0601AGC6Y       20190101002800100000050000 0600000000002090   
0601AGC6Y       20190101002850100000050000 0600000000002110   
0601AGC6Y       20190101002900100000050000 0600000000002130   
0601AGC6Y       20190101002950100000050000 0600000000002140   
0601AGC6Y       20190101003000100000500000 0600000000002230   
0601AGC6Y       20190101003500100000500000 0600000000002380   
0601AGC6Y       20190101004000100000500000 0600000000002490   
0601AGC6Y       20190101004500100000500000 0600000000002580   
0601AGC6Y       20190101005000100000500000 0600000000002650   
0601AGC6Y       20190101005500100000500000 0600000000002710   
0601AGC6Y       20190101006000100000500000 0600000000002760   
0601AGC6Y       20190101006500100000500000 0600000000002810   
0601AGC6Y       20190101007000100000500000 0600000000002850   
0601AGC6Y       20190101007500100000500000 0600000000002890   
0601AGC6Y       20190101008000100000500000 0600000000002930   
0601AGC6Y       20190101008500100000500000 0600000000002950   
0601AGC6Y       20190101009000100000500000 0600000000002970   
0601AGC6Y       20190101009500100000500000 0600000000002990   
0601AGD0N       20190101000000100009999900 0000000000001000   
0601AGD0Y       20190101000000100009999900 0000000000001000   
0601AGE0N       20190101000000100009999900 0000000000000500   
0601AGE0Y       20190101000000100009999900 0000000000000500   
0601AGH1N       20190101000000100000025000 0100000020000000   
0601AGH1N       20190101000025100000005000 0100000020000000   
0601AGH1N       20190101000030100000005000 0100000020000000   
0601AGH1N       20190101000035100000005000 0100000020000000   
0601AGH1N       20190101000040100000005000 0100000020000000   
0601AGH1N       20190101000045100000005000 0100000020000000   
0601AGH1N       20190101000050100000005000 0100000020000000   
0601AGH1N       20190101000055100000005000 0100000020000000   
0601AGH1N       20190101000060100000005000 0100000020000000   
0601AGH1N       20190101000065100000005000 0100000020000000   
0601AGH1N       20190101000070100000005000 0100000020000000   
0601AGH1N       20190101000075100000005000 0100000020000000   
0601AGH1N       20190101000080100000005000 0100000020000000   
0601AGH1N       20190101000085100000005000 0100000020000000   
0601AGH1N       20190101000090100000005000 0100000020000000   
0601AGH1N       20190101000095100000005000 0100000020000000   
0601AGH1N       20190101000100100000005000 0100000020000000   
0601AGH1N       20190101000105100000005000 0100000020000000   
0601AGH1N       20190101000110100000005000 0100000020000000   
0601AGH1N       20190101000115100000005000 0100000020000000   
0601AGH1N       20190101000120100000005000 0100000020000000   
0601AGH1N       20190101000125100000005000 0100000020000000   
0601AGH1N       20190101000130100000005000 0100000020000000   
0601AGH1N       20190101000135100000005000 0100000020000000   
0601AGH1N       20190101000140100000005000 0100000020000000   
0601AGH1N       20190101000145100000005000 0100000020000000   
0601AGH1N       20190101000150100000005000 0100000020000000   
0601AGH1N       20190101000155100000005000 0100000020000000   
0601AGH1N       20190101000160100000005000 0100000020000000   
0601AGH1N       20190101000165100000005000 0100000020000000   
0601AGH1N       20190101000170100000005000 0100000020000000   
0601AGH1N       20190101000175100000005000 0100000020000000   
0601AGH1N       20190101000180100000005000 0100000020000000   
0601AGH1N       20190101000185100000005000 0100000020000000   
0601AGH1N       20190101000190100000005000 0100000020000000   
0601AGH1N       20190101000195100000005000 0100000020000000   
0601AGH1N       20190101000200100000005000 0100000020000000   
0601AGH1N       20190101000205100000005000 0100000020000000   
0601AGH1N       20190101000210100000005000 0100000020000000   
0601AGH1N       20190101000215100000005000 0100000020000000   
0601AGH1N       20190101000220100000005000 0100000020000000   
0601AGH1N       20190101000225100000005000 0100000020000000   
0601AGH1N       20190101000230100000005000 0100000020000000   
0601AGH1N       20190101000235100000005000 0100000020000000   
0601AGH1N       20190101000240100000005000 0100000020000000   
0601AGH1N       20190101000245100000005000 0100000020000000   
0601AGH1N       20190101000250100000005000 0100000020000000   
0601AGH1N       20190101000255100000005000 0100000020000000   
0601AGH1N       20190101000260100000005000 0100000020000000   
0601AGH1N       20190101000265100000005000 0100000020000000   
0601AGH1N       20190101000270100000005000 0100000020000000   
0601AGH1N       20190101000275100000005000 0100000020000000   
0601AGH1N       20190101000280100000005000 0100000020000000   
0601AGH1N       20190101000285100000005000 0100000020000000   
0601AGH1N       20190101000290100000005000 0100000050000020   
0601AGH1N       20190101000295100000005000 0100000050000020   
0601AGH1N       20190101000300100000005000 0100000060000020   
0601AGH1N       20190101000305100000005000 0100000060000020   
0601AGH1N       20190101000310100000005000 0100000090000030   
0601AGH1N       20190101000315100000005000 0100000090000030   
0601AGH1N       20190101000320100000005000 0100000090000030   
0601AGH1N       20190101000325100000005000 0100000090000030   
0601AGH1N       20190101000330100000005000 0100000230000070   
0601AGH1N       20190101000335100000005000 0100000230000070   
0601AGH1N       20190101000340100000005000 0100000270000080   
0601AGH1N       20190101000345100000005000 0100000270000080   
0601AGH1N       20190101000350100000005000 0100000310000090   
0601AGH1N       20190101000355100000005000 0100000320000090   
0601AGH1N       20190101000360100000005000 0100000320000090   
0601AGH1N       20190101000365100000005000 0100000360000100   
0601AGH1N       20190101000370100000005000 0100000370000100   
0601AGH1N       20190101000375100000005000 0100000370000100   
0601AGH1N       20190101000380100000005000 0100000420000110   
0601AGH1N       20190101000385100000005000 0100000460000120   
0601AGH1N       20190101000390100000005000 0100000510000130   
0601AGH1N       20190101000395100000005000 0100000510000130   
0601AGH1N       20190101000400100000005000 0100000560000140   
0601AGH1N       20190101000405100000005000 0100000570000140   
0601AGH1N       20190101000410100000005000 0100000610000150   
0601AGH1N       20190101000415100000005000 0100000620000150   
0601AGH1N       20190101000420100000005000 0100000630000150   
0601AGH1N       20190101000425100000005000 0100000680000160   
0601AGH1N       20190101000430100000005000 0100000690000160   
0601AGH1N       20190101000435100000005000 0100000700000160   
0601AGH1N       20190101000440100000005000 0100000790000180   
0601AGH1N       20190101000445100000005000 0100000800000180   
0601AGH1N       20190101000450100000005000 0100000850000190   
0601AGH1N       20190101000455100000005000 0100000860000190   
0601AGH1N       20190101000460100000005000 0100000920000200   
0601AGH1N       20190101000465100000005000 0100000930000200   
0601AGH1N       20190101000470100000005000 0100000990000210   
0601AGH1N       20190101000475100000005000 0100001000000210   
0601AGH1N       20190101000480100000005000 0100001060000220   
0601AGH1N       20190101000485100000005000 0100001070000220   
0601AGH1N       20190101000490100000005000 0100001130000230   
0601AGH1N       20190101000495100000005000 0100001190000240   
0601AGH1N       20190101000500100000005000 0100001250000250   
0601AGH1N       20190101000505100000005000 0100001260000250   
0601AGH1N       20190101000510100000005000 0100001330000260   
0601AGH1N       20190101000515100000005000 0100001340000260   
0601AGH1N       20190101000520100000005000 0100001350000260   
0601AGH1N       20190101000525100000005000 0100001420000270   
0601AGH1N       20190101000530100000005000 0100001430000270   
0601AGH1N       20190101000535100000005000 0100001500000280   
0601AGH1N       20190101000540100000005000 0100001510000280   
0601AGH1N       20190101000545100000005000 0100001580000290   
0601AGH1N       20190101000550100000005000 0100001600000290   
0601AGH1N       20190101000555100000005000 0100001670000300   
0601AGH1N       20190101000560100000005000 0100001680000300   
0601AGH1N       20190101000565100000005000 0100001750000310   
0601AGH1N       20190101000570100000005000 0100001770000310   
0601AGH1N       20190101000575100000005000 0100001840000320   
0601AGH1N       20190101000580100000005000 0100001860000320   
0601AGH1N       20190101000585100000005000 0100001930000330   
0601AGH1N       20190101000590100000005000 0100002010000340   
0601AGH1N       20190101000595100000005000 0100002030000340   
0601AGH1N       20190101000600100000005000 0100002100000350   
0601AGH1N       20190101000605100000005000 0100002120000350   
0601AGH1N       20190101000610100000005000 0100002200000360   
0601AGH1N       20190101000615100000005000 0100002220000360   
0601AGH1N       20190101000620100000005000 0100002300000370   
0601AGH1N       20190101000625100000005000 0100002320000370   
0601AGH1N       20190101000630100000005000 0100002400000380   
0601AGH1N       20190101000635100000005000 0100002420000380   
0601AGH1N       20190101000640100000005000 0100002500000390   
0601AGH1N       20190101000645100000005000 0100002520000390   
0601AGH1N       20190101000650100000005000 0100002610000400   
0601AGH1N       20190101000655100000005000 0100002690000410   
0601AGH1N       20190101000660100000005000 0100002780000420   
0601AGH1N       20190101000665100000005000 0100002800000420   
0601AGH1N       20190101000670100000005000 0100002890000430   
0601AGH1N       20190101000675100000005000 0100002980000440   
0601AGH1N       20190101000680100000005000 0100003000000440   
0601AGH1N       20190101000685100000005000 0100003090000450   
0601AGH1N       20190101000690100000005000 0100003110000450   
0601AGH1N       20190101000695100000005000 0100003200000460   
0601AGH1N       20190101000700100000005000 0100003300000470   
0601AGH1N       20190101000705100000005000 0100003320000470   
0601AGH1N       20190101000710100000005000 0100003420000480   
0601AGH1N       20190101000715100000005000 0100003510000490   
0601AGH1N       20190101000720100000005000 0100003540000490   
0601AGH1N       20190101000725100000005000 0100003630000500   
0601AGH1N       20190101000730100000005000 0100003660000500   
0601AGH1N       20190101000735100000005000 0100003760000510   
0601AGH1N       20190101000740100000005000 0100003860000520   
0601AGH1N       20190101000745100000005000 0100003880000520   
0601AGH1N       20190101000750100000005000 0100003980000530   
0601AGH1N       20190101000755100000005000 0100004010000530   
0601AGH1N       20190101000760100000005000 0100004110000540   
0601AGH1N       20190101000765100000005000 0100004220000550   
0601AGH1N       20190101000770100000005000 0100004240000550   
0601AGH1N       20190101000775100000005000 0100004350000560   
0601AGH1N       20190101000780100000005000 0100004460000570   
0601AGH1N       20190101000785100000005000 0100004480000570   
0601AGH1N       20190101000790100000005000 0100004590000580   
0601AGH1N       20190101000795100000005000 0100004620000580   
0601AGH1N       20190101000800100000005000 0100004730000590   
0601AGH1N       20190101000805100000005000 0100004840000600   
0601AGH1N       20190101000810100000005000 0100004870000600   
0601AGH1N       20190101000815100000005000 0100004980000610   
0601AGH1N       20190101000820100000005000 0100005090000620   
0601AGH1N       20190101000825100000005000 0100005130000620   
0601AGH1N       20190101000830100000005000 0100005240000630   
0601AGH1N       20190101000835100000005000 0100005270000630   
0601AGH1N       20190101000840100000005000 0100005390000640   
0601AGH1N       20190101000845100000005000 0100005420000640   
0601AGH1N       20190101000850100000005000 0100005540000650   
0601AGH1N       20190101000855100000005000 0100005650000660   
0601AGH1N       20190101000860100000005000 0100005690000660   
0601AGH1N       20190101000865100000005000 0100005810000670   
0601AGH1N       20190101000870100000005000 0100005840000670   
0601AGH1N       20190101000875100000005000 0100005960000680   
0601AGH1N       20190101000880100000005000 0100006000000680   
0601AGH1N       20190101000885100000005000 0100006120000690   
0601AGH1N       20190101000890100000005000 0100006150000690   
0601AGH1N       20190101000895100000005000 0100006280000700   
0601AGH1N       20190101000900100000005000 0100006310000700   
0601AGH1N       20190101000905100000005000 0100006440000710   
0601AGH1N       20190101000910100000005000 0100006470000710   
0601AGH1N       20190101000915100000005000 0100006600000720   
0601AGH1N       20190101000920100000005000 0100006640000720   
0601AGH1N       20190101000925100000005000 0100006770000730   
0601AGH1N       20190101000930100000005000 0100006900000740   
0601AGH1N       20190101000935100000005000 0100006930000740   
0601AGH1N       20190101000940100000005000 0100007060000750   
0601AGH1N       20190101000945100000005000 0100007100000750   
0601AGH1N       20190101000950100000005000 0100007230000760   
0601AGH1N       20190101000955100000005000 0100007370000770   
0601AGH1N       20190101000960100000005000 0100007410000770   
0601AGH1N       20190101000965100000005000 0100007540000780   
0601AGH1N       20190101000970100000005000 0100007580000780   
0601AGH1N       20190101000975100000005000 0100007720000790   
0601AGH1N       20190101000980100000005000 0100007760000790   
0601AGH1N       20190101000985100000005000 0100007900000800   
0601AGH1N       20190101000990100000005000 0100007940000800   
0601AGH1N       20190101000995100000005000 0100008070000810   
0601AGH1N       20190101001000100000050000 0100000000000840   
0601AGH1N       20190101001050100000050000 0100000000000890   
0601AGH1N       20190101001100100000050000 0100000000000940   
0601AGH1N       20190101001150100000050000 0100000000000990   
0601AGH1N       20190101001200100000050000 0100000000001040   
0601AGH1N       20190101001250100000050000 0100000000001080   
0601AGH1N       20190101001300100000050000 0100000000001130   
0601AGH1N       20190101001350100000050000 0100000000001170   
0601AGH1N       20190101001400100000050000 0100000000001220   
0601AGH1N       20190101001450100000050000 0100000000001260   
0601AGH1N       20190101001500100000050000 0100000000001310   
0601AGH1N       20190101001550100000050000 0100000000001360   
0601AGH1N       20190101001600100000050000 0100000000001410   
0601AGH1N       20190101001650100000050000 0100000000001460   
0601AGH1N       20190101001700100000050000 0100000000001500   
0601AGH1N       20190101001750100000050000 0100000000001550   
0601AGH1N       20190101001800100000050000 0100000000001590   
0601AGH1N       20190101001850100000050000 0100000000001620   
0601AGH1N       20190101001900100000050000 0100000000001660   
0601AGH1N       20190101001950100000050000 0100000000001690   
0601AGH1N       20190101002000100000050000 0100000000001720   
0601AGH1N       20190101002050100000050000 0100000000001750   
0601AGH1N       20190101002100100000050000 0100000000001780   
0601AGH1N       20190101002150100000050000 0100000000001810   
0601AGH1N       20190101002200100000050000 0100000000001840   
0601AGH1N       20190101002250100000050000 0100000000001870   
0601AGH1N       20190101002300100000050000 0100000000001890   
0601AGH1N       20190101002350100000050000 0100000000001920   
0601AGH1N       20190101002400100000050000 0100000000001940   
0601AGH1N       20190101002450100000050000 0100000000001960   
0601AGH1N       20190101002500100000050000 0100000000001990   
0601AGH1N       20190101002550100000050000 0100000000002010   
0601AGH1N       20190101002600100000050000 0100000000002030   
0601AGH1N       20190101002650100000050000 0100000000002050   
0601AGH1N       20190101002700100000050000 0100000000002070   
0601AGH1N       20190101002750100000050000 0100000000002080   
0601AGH1N       20190101002800100000050000 0100000000002100   
0601AGH1N       20190101002850100000050000 0100000000002120   
0601AGH1N       20190101002900100000050000 0100000000002140   
0601AGH1N       20190101002950100000050000 0100000000002150   
0601AGH1N       20190101003000100000500000 0100000000002230   
0601AGH1N       20190101003500100000500000 0100000000002350   
0601AGH1N       20190101004000100000500000 0100000000002450   
0601AGH1N       20190101004500100000500000 0100000000002530   
0601AGH1N       20190101005000100000500000 0100000000002590   
0601AGH1N       20190101005500100000500000 0100000000002640   
0601AGH1N       20190101006000100000500000 0100000000002680   
0601AGH1N       20190101006500100000500000 0100000000002720   
0601AGH1N       20190101007000100000500000 0100000000002760   
0601AGH1N       20190101007500100000500000 0100000000002790   
0601AGH1N       20190101008000100000500000 0100000000002820   
0601AGH1N       20190101008500100000500000 0100000000002840   
0601AGH1N       20190101009000100000500000 0100000000002860   
0601AGH1N       20190101009500100000500000 0100000000002870   
0601AGH2N       20190101000000100000025000 0200000020000000   
0601AGH2N       20190101000025100000005000 0200000020000000   
0601AGH2N       20190101000030100000005000 0200000020000000   
0601AGH2N       20190101000035100000005000 0200000020000000   
0601AGH2N       20190101000040100000005000 0200000020000000   
0601AGH2N       20190101000045100000005000 0200000020000000   
0601AGH2N       20190101000050100000005000 0200000020000000   
0601AGH2N       20190101000055100000005000 0200000020000000   
0601AGH2N       20190101000060100000005000 0200000020000000   
0601AGH2N       20190101000065100000005000 0200000020000000   
0601AGH2N       20190101000070100000005000 0200000020000000   
0601AGH2N       20190101000075100000005000 0200000020000000   
0601AGH2N       20190101000080100000005000 0200000020000000   
0601AGH2N       20190101000085100000005000 0200000020000000   
0601AGH2N       20190101000090100000005000 0200000020000000   
0601AGH2N       20190101000095100000005000 0200000020000000   
0601AGH2N       20190101000100100000005000 0200000020000000   
0601AGH2N       20190101000105100000005000 0200000020000000   
0601AGH2N       20190101000110100000005000 0200000020000000   
0601AGH2N       20190101000115100000005000 0200000020000000   
0601AGH2N       20190101000120100000005000 0200000020000000   
0601AGH2N       20190101000125100000005000 0200000020000000   
0601AGH2N       20190101000130100000005000 0200000020000000   
0601AGH2N       20190101000135100000005000 0200000020000000   
0601AGH2N       20190101000140100000005000 0200000020000000   
0601AGH2N       20190101000145100000005000 0200000020000000   
0601AGH2N       20190101000150100000005000 0200000020000000   
0601AGH2N       20190101000155100000005000 0200000020000000   
0601AGH2N       20190101000160100000005000 0200000020000000   
0601AGH2N       20190101000165100000005000 0200000020000000   
0601AGH2N       20190101000170100000005000 0200000020000000   
0601AGH2N       20190101000175100000005000 0200000020000000   
0601AGH2N       20190101000180100000005000 0200000020000000   
0601AGH2N       20190101000185100000005000 0200000020000000   
0601AGH2N       20190101000190100000005000 0200000020000000   
0601AGH2N       20190101000195100000005000 0200000020000000   
0601AGH2N       20190101000200100000005000 0200000020000000   
0601AGH2N       20190101000205100000005000 0200000020000000   
0601AGH2N       20190101000210100000005000 0200000020000000   
0601AGH2N       20190101000215100000005000 0200000020000000   
0601AGH2N       20190101000220100000005000 0200000020000000   
0601AGH2N       20190101000225100000005000 0200000020000000   
0601AGH2N       20190101000230100000005000 0200000020000000   
0601AGH2N       20190101000235100000005000 0200000020000000   
0601AGH2N       20190101000240100000005000 0200000020000000   
0601AGH2N       20190101000245100000005000 0200000020000000   
0601AGH2N       20190101000250100000005000 0200000020000000   
0601AGH2N       20190101000255100000005000 0200000020000000   
0601AGH2N       20190101000260100000005000 0200000020000000   
0601AGH2N       20190101000265100000005000 0200000020000000   
0601AGH2N       20190101000270100000005000 0200000020000000   
0601AGH2N       20190101000275100000005000 0200000020000000   
0601AGH2N       20190101000280100000005000 0200000020000000   
0601AGH2N       20190101000285100000005000 0200000020000000   
0601AGH2N       20190101000290100000005000 0200000020000000   
0601AGH2N       20190101000295100000005000 0200000020000000   
0601AGH2N       20190101000300100000005000 0200000030000010   
0601AGH2N       20190101000305100000005000 0200000030000010   
0601AGH2N       20190101000310100000005000 0200000030000010   
0601AGH2N       20190101000315100000005000 0200000030000010   
0601AGH2N       20190101000320100000005000 0200000030000010   
0601AGH2N       20190101000325100000005000 0200000030000010   
0601AGH2N       20190101000330100000005000 0200000030000010   
0601AGH2N       20190101000335100000005000 0200000030000010   
0601AGH2N       20190101000340100000005000 0200000030000010   
0601AGH2N       20190101000345100000005000 0200000030000010   
0601AGH2N       20190101000350100000005000 0200000030000010   
0601AGH2N       20190101000355100000005000 0200000030000010   
0601AGH2N       20190101000360100000005000 0200000030000010   
0601AGH2N       20190101000365100000005000 0200000030000010   
0601AGH2N       20190101000370100000005000 0200000030000010   
0601AGH2N       20190101000375100000005000 0200000030000010   
0601AGH2N       20190101000380100000005000 0200000030000010   
0601AGH2N       20190101000385100000005000 0200000070000020   
0601AGH2N       20190101000390100000005000 0200000070000020   
0601AGH2N       20190101000395100000005000 0200000070000020   
0601AGH2N       20190101000400100000005000 0200000080000020   
0601AGH2N       20190101000405100000005000 0200000080000020   
0601AGH2N       20190101000410100000005000 0200000200000050   
0601AGH2N       20190101000415100000005000 0200000250000060   
0601AGH2N       20190101000420100000005000 0200000250000060   
0601AGH2N       20190101000425100000005000 0200000250000060   
0601AGH2N       20190101000430100000005000 0200000300000070   
0601AGH2N       20190101000435100000005000 0200000300000070   
0601AGH2N       20190101000440100000005000 0200000300000070   
0601AGH2N       20190101000445100000005000 0200000350000080   
0601AGH2N       20190101000450100000005000 0200000360000080   
0601AGH2N       20190101000455100000005000 0200000360000080   
0601AGH2N       20190101000460100000005000 0200000370000080   
0601AGH2N       20190101000465100000005000 0200000420000090   
0601AGH2N       20190101000470100000005000 0200000470000100   
0601AGH2N       20190101000475100000005000 0200000520000110   
0601AGH2N       20190101000480100000005000 0200000530000110   
0601AGH2N       20190101000485100000005000 0200000530000110   
0601AGH2N       20190101000490100000005000 0200000590000120   
0601AGH2N       20190101000495100000005000 0200000590000120   
0601AGH2N       20190101000500100000005000 0200000650000130   
0601AGH2N       20190101000505100000005000 0200000650000130   
0601AGH2N       20190101000510100000005000 0200000660000130   
0601AGH2N       20190101000515100000005000 0200000720000140   
0601AGH2N       20190101000520100000005000 0200000730000140   
0601AGH2N       20190101000525100000005000 0200000790000150   
0601AGH2N       20190101000530100000005000 0200000850000160   
0601AGH2N       20190101000535100000005000 0200000860000160   
0601AGH2N       20190101000540100000005000 0200000860000160   
0601AGH2N       20190101000545100000005000 0200000930000170   
0601AGH2N       20190101000550100000005000 0200000930000170   
0601AGH2N       20190101000555100000005000 0200001000000180   
0601AGH2N       20190101000560100000005000 0200001010000180   
0601AGH2N       20190101000565100000005000 0200001070000190   
0601AGH2N       20190101000570100000005000 0200001080000190   
0601AGH2N       20190101000575100000005000 0200001210000210   
0601AGH2N       20190101000580100000005000 0200001280000220   
0601AGH2N       20190101000585100000005000 0200001290000220   
0601AGH2N       20190101000590100000005000 0200001360000230   
0601AGH2N       20190101000595100000005000 0200001370000230   
0601AGH2N       20190101000600100000005000 0200001380000230   
0601AGH2N       20190101000605100000005000 0200001450000240   
0601AGH2N       20190101000610100000005000 0200001470000240   
0601AGH2N       20190101000615100000005000 0200001540000250   
0601AGH2N       20190101000620100000005000 0200001610000260   
0601AGH2N       20190101000625100000005000 0200001630000260   
