00TG               20151204                                                                                   
0601TGH5N       20160101000925100000005000 0500002670000288   
0601TGH5N       20160101000930100000005000 0500002740000294   
0601TGH5N       20160101000935100000005000 0500002820000301   
0601TGH5N       20160101000940100000005000 0500002890000307   
0601TGH5N       20160101000945100000005000 0500002980000315   
0601TGH5N       20160101000950100000005000 0500003050000320   
0601TGH5N       20160101000955100000005000 0500003140000328   
0601TGH5N       20160101000960100000005000 0500003210000334   
0601TGH5N       20160101000965100000005000 0500003300000341   
0601TGH5N       20160101000970100000005000 0500003370000347   
0601TGH5N       20160101000975100000005000 0500003450000353   
0601TGH5N       20160101000980100000005000 0500003520000358   
0601TGH5N       20160101000985100000005000 0500003610000366   
0601TGH5N       20160101000990100000005000 0500003680000371   
0601TGH5N       20160101000995100000005000 0500003770000378   
0601TGH5N       20160101001000100000005000 0500003840000383   
0601TGH5N       20160101001005100000005000 0500003930000390   
0601TGH5N       20160101001010100000005000 0500004000000395   
0601TGH5N       20160101001015100000005000 0500004090000402   
0601TGH5N       20160101001020100000005000 0500004180000409   
0601TGH5N       20160101001025100000005000 0500004250000414   
0601TGH5N       20160101001030100000005000 0500004340000420   
0601TGH5N       20160101001035100000005000 0500004410000425   
0601TGH5N       20160101001040100000005000 0500004490000431   
0601TGH5N       20160101001045100000005000 0500004560000435   
0601TGH5N       20160101001050100000005000 0500004650000442   
0601TGH5N       20160101001055100000005000 0500004720000446   
0601TGH5N       20160101001060100000005000 0500004810000453   
0601TGH5N       20160101001065100000005000 0500004880000457   
0601TGH5N       20160101001070100000005000 0500004970000463   
0601TGH5N       20160101001075100000005000 0500005060000470   
0601TGH5N       20160101001080100000005000 0500005130000474   
0601TGH5N       20160101001085100000005000 0500005220000480   
0601TGH5N       20160101001090100000005000 0500005290000484   
0601TGH5N       20160101001095100000005000 0500005380000490   
0601TGH5N       20160101001100100000005000 0500005450000494   
0601TGH5N       20160101001105100000005000 0500005540000500   
0601TGH5N       20160101001110100000005000 0500005630000506   
0601TGH5N       20160101001115100000005000 0500005700000510   
0601TGH5N       20160101001120100000005000 0500005790000516   
0601TGH5N       20160101001125100000005000 0500005880000522   
0601TGH5N       20160101001130100000005000 0500005950000525   
0601TGH5N       20160101001135100000005000 0500006040000531   
0601TGH5N       20160101001140100000005000 0500006130000537   
0601TGH5N       20160101001145100000005000 0500006200000540   
0601TGH5N       20160101001150100000005000 0500006300000547   
0601TGH5N       20160101001155100000005000 0500006410000554   
0601TGH5N       20160101001160100000005000 0500006490000558   
0601TGH5N       20160101001165100000005000 0500006590000564   
0601TGH5N       20160101001170100000005000 0500006700000571   
0601TGH5N       20160101001175100000005000 0500006790000577   
0601TGH5N       20160101001180100000005000 0500006890000583   
0601TGH5N       20160101001185100000005000 0500007000000589   
0601TGH5N       20160101001190100000005000 0500007080000594   
0601TGH5N       20160101001195100000005000 0500007170000599   
0601TGH5N       20160101001200100000005000 0500007280000605   
0601TGH5N       20160101001205100000005000 0500007360000610   
0601TGH5N       20160101001210100000005000 0500007450000614   
0601TGH5N       20160101001215100000005000 0500007560000621   
0601TGH5N       20160101001220100000005000 0500007640000625   
0601TGH5N       20160101001225100000005000 0500007730000630   
0601TGH5N       20160101001230100000005000 0500007840000636   
0601TGH5N       20160101001235100000005000 0500007920000640   
0601TGH5N       20160101001240100000005000 0500008010000645   
0601TGH5N       20160101001245100000005000 0500008120000651   
0601TGH5N       20160101001250100000005000 0500008230000657   
0601TGH5N       20160101001255100000005000 0500008340000663   
0601TGH5N       20160101001260100000005000 0500008460000670   
0601TGH5N       20160101001265100000005000 0500008560000675   
0601TGH5N       20160101001270100000005000 0500008670000681   
0601TGH5N       20160101001275100000005000 0500008800000689   
0601TGH5N       20160101001280100000005000 0500008900000694   
0601TGH5N       20160101001285100000005000 0500009010000700   
0601TGH5N       20160101001290100000005000 0500009130000706   
0601TGH5N       20160101001295100000005000 0500009230000711   
0601TGH5N       20160101001300100000005000 0500009340000717   
0601TGH5N       20160101001305100000005000 0500009470000724   
0601TGH5N       20160101001310100000005000 0500009580000730   
0601TGH5N       20160101001315100000005000 0500009690000735   
0601TGH5N       20160101001320100000005000 0500009820000743   
0601TGH5N       20160101001325100000005000 0500009920000747   
0601TGH5N       20160101001330100000005000 0500010040000753   
0601TGH5N       20160101001335100000005000 0500010170000760   
0601TGH5N       20160101001340100000005000 0500010270000765   
0601TGH5N       20160101001345100000005000 0500010380000770   
0601TGH5N       20160101001350100000005000 0500010510000777   
0601TGH5N       20160101001355100000005000 0500010620000782   
0601TGH5N       20160101001360100000005000 0500010730000788   
0601TGH5N       20160101001365100000005000 0500010860000794   
0601TGH5N       20160101001370100000005000 0500010960000799   
0601TGH5N       20160101001375100000005000 0500011080000804   
0601TGH5N       20160101001380100000005000 0500011210000811   
0601TGH5N       20160101001385100000005000 0500011310000815   
0601TGH5N       20160101001390100000005000 0500011420000820   
0601TGH5N       20160101001395100000005000 0500011550000826   
0601TGH5N       20160101001400100000005000 0500011660000831   
0601TGH5N       20160101001405100000005000 0500011770000836   
0601TGH5N       20160101001410100000005000 0500011900000842   
0601TGH5N       20160101001415100000005000 0500012000000847   
0601TGH5N       20160101001420100000005000 0500012120000852   
0601TGH5N       20160101001425100000005000 0500012250000858   
0601TGH5N       20160101001430100000005000 0500012360000863   
0601TGH5N       20160101001435100000005000 0500012480000868   
0601TGH5N       20160101001440100000005000 0500012610000874   
0601TGH5N       20160101001445100000005000 0500012720000879   
0601TGH5N       20160101001450100000005000 0500012840000884   
0601TGH5N       20160101001455100000005000 0500012970000890   
0601TGH5N       20160101001460100000005000 0500013080000894   
0601TGH5N       20160101001465100000005000 0500013200000899   
0601TGH5N       20160101001470100000005000 0500013330000905   
0601TGH5N       20160101001475100000005000 0500013440000910   
0601TGH5N       20160101001480100000005000 0500013560000915   
0601TGH5N       20160101001485100000005000 0500013690000920   
0601TGH5N       20160101001490100000005000 0500013800000925   
0601TGH5N       20160101001495100000005000 0500013920000930   
0601TGH5N       20160101001500100000005000 0500014050000935   
0601TGH5N       20160101001505100000005000 0500014160000939   
0601TGH5N       20160101001510100000005000 0500014280000944   
0601TGH5N       20160101001515100000005000 0500014410000950   
0601TGH5N       20160101001520100000005000 0500014520000954   
0601TGH5N       20160101001525100000005000 0500014640000958   
0601TGH5N       20160101001530100000005000 0500014780000964   
0601TGH5N       20160101001535100000005000 0500014890000968   
0601TGH5N       20160101001540100000005000 0500015010000973   
0601TGH5N       20160101001545100000005000 0500015150000979   
0601TGH5N       20160101001550100000005000 0500015260000983   
0601TGH5N       20160101001555100000005000 0500015390000988   
0601TGH5N       20160101001560100000005000 0500015500000992   
0601TGH5N       20160101001565100000005000 0500015640000998   
0601TGH5N       20160101001570100000005000 0500015760001002   
0601TGH5N       20160101001575100000005000 0500015870001006   
0601TGH5N       20160101001580100000005000 0500016010001012   
0601TGH5N       20160101001585100000005000 0500016130001016   
0601TGH5N       20160101001590100000005000 0500016240001020   
0601TGH5N       20160101001595100000005000 0500016380001025   
0601TGH5N       20160101001600100000005000 0500016510001030   
0601TGH5N       20160101001605100000005000 0500016620001034   
0601TGH5N       20160101001610100000005000 0500016760001039   
0601TGH5N       20160101001615100000005000 0500016880001044   
0601TGH5N       20160101001620100000005000 0500017000001048   
0601TGH5N       20160101001625100000005000 0500017140001053   
0601TGH5N       20160101001630100000005000 0500017270001058   
0601TGH5N       20160101001635100000005000 0500017380001061   
0601TGH5N       20160101001640100000005000 0500017530001067   
0601TGH5N       20160101001645100000005000 0500017660001072   
0601TGH5N       20160101001650100000005000 0500017770001075   
0601TGH5N       20160101001655100000005000 0500017920001081   
0601TGH5N       20160101001660100000005000 0500018040001085   
0601TGH5N       20160101001665100000005000 0500018160001089   
0601TGH5N       20160101001670100000005000 0500018300001094   
0601TGH5N       20160101001675100000005000 0500018430001099   
0601TGH5N       20160101001680100000005000 0500018540001102   
0601TGH5N       20160101001685100000005000 0500018690001108   
0601TGH5N       20160101001690100000005000 0500018820001112   
0601TGH5N       20160101001695100000005000 0500018940001116   
0601TGH5N       20160101001700100000005000 0500019090001121   
0601TGH5N       20160101001705100000005000 0500019220001126   
0601TGH5N       20160101001710100000005000 0500019340001129   
0601TGH5N       20160101001715100000005000 0500019490001135   
0601TGH5N       20160101001720100000005000 0500019620001139   
0601TGH5N       20160101001725100000005000 0500019740001143   
0601TGH5N       20160101001730100000005000 0500019890001148   
0601TGH5N       20160101001735100000005000 0500020020001152   
0601TGH5N       20160101001740100000005000 0500020140001156   
0601TGH5N       20160101001745100000005000 0500020300001162   
0601TGH5N       20160101001750100000005000 0500020430001166   
0601TGH5N       20160101001755100000005000 0500020560001170   
0601TGH5N       20160101001760100000005000 0500020710001175   
0601TGH5N       20160101001765100000005000 0500020850001180   
0601TGH5N       20160101001770100000005000 0500020970001183   
0601TGH5N       20160101001775100000005000 0500021130001189   
0601TGH5N       20160101001780100000005000 0500021270001193   
0601TGH5N       20160101001785100000005000 0500021400001197   
0601TGH5N       20160101001790100000005000 0500021560001203   
0601TGH5N       20160101001795100000005000 0500021700001207   
0601TGH5N       20160101001800100000005000 0500021830001211   
0601TGH5N       20160101001805100000005000 0500022000001217   
0601TGH5N       20160101001810100000005000 0500022140001222   
0601TGH5N       20160101001815100000005000 0500022280001226   
0601TGH5N       20160101001820100000005000 0500022450001232   
0601TGH5N       20160101001825100000005000 0500022590001236   
0601TGH5N       20160101001830100000005000 0500022730001240   
0601TGH5N       20160101001835100000005000 0500022900001246   
0601TGH5N       20160101001840100000005000 0500023050001251   
0601TGH5N       20160101001845100000005000 0500023180001255   
0601TGH5N       20160101001850100000005000 0500023350001260   
0601TGH5N       20160101001855100000005000 0500023500001265   
0601TGH5N       20160101001860100000005000 0500023640001269   
0601TGH5N       20160101001865100000005000 0500023810001275   
0601TGH5N       20160101001870100000005000 0500023950001279   
0601TGH5N       20160101001875100000005000 0500024090001283   
0601TGH5N       20160101001880100000005000 0500024260001289   
0601TGH5N       20160101001885100000005000 0500024410001293   
0601TGH5N       20160101001890100000005000 0500024540001297   
0601TGH5N       20160101001895100000005000 0500024710001302   
0601TGH5N       20160101001900100000005000 0500024860001307   
0601TGH5N       20160101001905100000005000 0500025000001311   
0601TGH5N       20160101001910100000005000 0500025170001316   
0601TGH5N       20160101001915100000005000 0500025310001320   
0601TGH5N       20160101001920100000005000 0500025450001324   
0601TGH5N       20160101001925100000005000 0500025620001329   
0601TGH5N       20160101001930100000005000 0500025770001334   
0601TGH5N       20160101001935100000005000 0500025900001337   
0601TGH5N       20160101001940100000005000 0500026070001342   
0601TGH5N       20160101001945100000005000 0500026220001346   
0601TGH5N       20160101001950100000005000 0500026360001350   
0601TGH5N       20160101001955100000005000 0500026530001355   
0601TGH5N       20160101001960100000005000 0500026670001359   
0601TGH5N       20160101001965100000005000 0500026810001363   
0601TGH5N       20160101001970100000005000 0500026980001368   
0601TGH5N       20160101001975100000005000 0500027130001372   
0601TGH5N       20160101001980100000005000 0500027260001375   
0601TGH5N       20160101001985100000005000 0500027430001380   
0601TGH5N       20160101001990100000005000 0500027580001384   
0601TGH5N       20160101001995100000005000 0500027720001388   
0601TGH5N       20160101002000100002000000 0500000000001977   
0601TGH5N       20160101004000100095999900 0500000000002296   
0601TGH6N       20160101000000100000120000 0600000040000034   
0601TGH6N       20160101000120100000005000 0600000040000033   
0601TGH6N       20160101000125100000005000 0600000040000031   
0601TGH6N       20160101000130100000005000 0600000040000030   
0601TGH6N       20160101000135100000005000 0600000040000029   
0601TGH6N       20160101000140100000005000 0600000040000028   
0601TGH6N       20160101000145100000005000 0600000040000027   
0601TGH6N       20160101000150100000005000 0600000040000026   
0601TGH6N       20160101000155100000005000 0600000040000025   
0601TGH6N       20160101000160100000005000 0600000040000025   
0601TGH6N       20160101000165100000005000 0600000040000024   
0601TGH6N       20160101000170100000005000 0600000040000023   
0601TGH6N       20160101000175100000005000 0600000040000023   
0601TGH6N       20160101000180100000005000 0600000040000022   
0601TGH6N       20160101000185100000005000 0600000040000021   
0601TGH6N       20160101000190100000005000 0600000040000021   
0601TGH6N       20160101000195100000005000 0600000040000020   
0601TGH6N       20160101000200100000005000 0600000040000020   
0601TGH6N       20160101000205100000005000 0600000040000019   
0601TGH6N       20160101000210100000005000 0600000040000019   
0601TGH6N       20160101000215100000005000 0600000040000018   
0601TGH6N       20160101000220100000005000 0600000040000018   
0601TGH6N       20160101000225100000005000 0600000040000018   
0601TGH6N       20160101000230100000005000 0600000040000017   
0601TGH6N       20160101000235100000005000 0600000040000017   
0601TGH6N       20160101000240100000005000 0600000040000016   
0601TGH6N       20160101000245100000005000 0600000040000016   
0601TGH6N       20160101000250100000005000 0600000040000016   
0601TGH6N       20160101000255100000005000 0600000040000016   
0601TGH6N       20160101000260100000005000 0600000040000015   
0601TGH6N       20160101000265100000005000 0600000040000015   
0601TGH6N       20160101000270100000005000 0600000040000015   
0601TGH6N       20160101000275100000005000 0600000040000014   
0601TGH6N       20160101000280100000005000 0600000040000014   
0601TGH6N       20160101000285100000005000 0600000040000014   
0601TGH6N       20160101000290100000005000 0600000040000014   
0601TGH6N       20160101000295100000005000 0600000040000013   
0601TGH6N       20160101000300100000005000 0600000040000013   
0601TGH6N       20160101000305100000005000 0600000040000013   
0601TGH6N       20160101000310100000005000 0600000040000013   
0601TGH6N       20160101000315100000005000 0600000040000013   
0601TGH6N       20160101000320100000005000 0600000040000012   
0601TGH6N       20160101000325100000005000 0600000040000012   
0601TGH6N       20160101000330100000005000 0600000040000012   
0601TGH6N       20160101000335100000005000 0600000040000012   
0601TGH6N       20160101000340100000005000 0600000040000012   
0601TGH6N       20160101000345100000005000 0600000040000012   
0601TGH6N       20160101000350100000005000 0600000040000011   
0601TGH6N       20160101000355100000005000 0600000040000011   
0601TGH6N       20160101000360100000005000 0600000040000011   
0601TGH6N       20160101000365100000005000 0600000040000011   
0601TGH6N       20160101000370100000005000 0600000040000011   
0601TGH6N       20160101000375100000005000 0600000040000011   
0601TGH6N       20160101000380100000005000 0600000040000010   
0601TGH6N       20160101000385100000005000 0600000040000010   
0601TGH6N       20160101000390100000005000 0600000040000010   
0601TGH6N       20160101000395100000005000 0600000040000010   
0601TGH6N       20160101000400100000005000 0600000040000010   
0601TGH6N       20160101000405100000005000 0600000040000010   
0601TGH6N       20160101000410100000005000 0600000040000010   
0601TGH6N       20160101000415100000005000 0600000040000010   
0601TGH6N       20160101000420100000005000 0600000040000009   
0601TGH6N       20160101000425100000005000 0600000040000009   
0601TGH6N       20160101000430100000005000 0600000040000009   
0601TGH6N       20160101000435100000005000 0600000040000009   
0601TGH6N       20160101000440100000005000 0600000040000009   
0601TGH6N       20160101000445100000005000 0600000040000009   
0601TGH6N       20160101000450100000005000 0600000040000009   
0601TGH6N       20160101000455100000005000 0600000040000009   
0601TGH6N       20160101000460100000005000 0600000040000009   
0601TGH6N       20160101000465100000005000 0600000040000009   
0601TGH6N       20160101000470100000005000 0600000040000008   
0601TGH6N       20160101000475100000005000 0600000040000008   
0601TGH6N       20160101000480100000005000 0600000040000008   
0601TGH6N       20160101000485100000005000 0600000040000008   
0601TGH6N       20160101000490100000005000 0600000040000008   
0601TGH6N       20160101000495100000005000 0600000040000008   
0601TGH6N       20160101000500100000005000 0600000040000008   
0601TGH6N       20160101000505100000005000 0600000040000008   
0601TGH6N       20160101000510100000005000 0600000040000008   
0601TGH6N       20160101000515100000005000 0600000040000008   
0601TGH6N       20160101000520100000005000 0600000040000008   
0601TGH6N       20160101000525100000005000 0600000040000008   
0601TGH6N       20160101000530100000005000 0600000040000008   
0601TGH6N       20160101000535100000005000 0600000040000007   
0601TGH6N       20160101000540100000005000 0600000040000007   
0601TGH6N       20160101000545100000005000 0600000040000007   
0601TGH6N       20160101000550100000005000 0600000040000007   
0601TGH6N       20160101000555100000005000 0600000040000007   
0601TGH6N       20160101000560100000005000 0600000040000007   
0601TGH6N       20160101000565100000005000 0600000040000007   
0601TGH6N       20160101000570100000005000 0600000040000007   
0601TGH6N       20160101000575100000005000 0600000040000007   
0601TGH6N       20160101000580100000005000 0600000040000007   
0601TGH6N       20160101000585100000005000 0600000040000007   
0601TGH6N       20160101000590100000005000 0600000040000007   
0601TGH6N       20160101000595100000005000 0600000040000007   
0601TGH6N       20160101000600100000005000 0600000040000007   
0601TGH6N       20160101000605100000005000 0600000040000007   
0601TGH6N       20160101000610100000005000 0600000040000007   
0601TGH6N       20160101000615100000005000 0600000040000006   
0601TGH6N       20160101000620100000005000 0600000040000006   
0601TGH6N       20160101000625100000005000 0600000040000006   
0601TGH6N       20160101000630100000005000 0600000040000006   
0601TGH6N       20160101000635100000005000 0600000040000006   
0601TGH6N       20160101000640100000005000 0600000040000006   
0601TGH6N       20160101000645100000005000 0600000040000006   
0601TGH6N       20160101000650100000005000 0600000040000006   
0601TGH6N       20160101000655100000005000 0600000040000006   
0601TGH6N       20160101000660100000005000 0600000040000006   
0601TGH6N       20160101000665100000005000 0600000040000006   
0601TGH6N       20160101000670100000005000 0600000040000006   
0601TGH6N       20160101000675100000005000 0600000040000006   
0601TGH6N       20160101000680100000005000 0600000040000006   
0601TGH6N       20160101000685100000005000 0600000040000006   
0601TGH6N       20160101000690100000005000 0600000040000006   
0601TGH6N       20160101000695100000005000 0600000040000006   
0601TGH6N       20160101000700100000005000 0600000040000006   
0601TGH6N       20160101000705100000005000 0600000040000006   
0601TGH6N       20160101000710100000005000 0600000040000006   
0601TGH6N       20160101000715100000005000 0600000040000006   
0601TGH6N       20160101000720100000005000 0600000040000006   
0601TGH6N       20160101000725100000005000 0600000040000005   
0601TGH6N       20160101000730100000005000 0600000040000005   
0601TGH6N       20160101000735100000005000 0600000040000005   
0601TGH6N       20160101000740100000005000 0600000040000005   
0601TGH6N       20160101000745100000005000 0600000040000005   
0601TGH6N       20160101000750100000005000 0600000040000005   
0601TGH6N       20160101000755100000005000 0600000040000005   
0601TGH6N       20160101000760100000005000 0600000040000005   
0601TGH6N       20160101000765100000005000 0600000040000005   
0601TGH6N       20160101000770100000005000 0600000040000005   
0601TGH6N       20160101000775100000005000 0600000040000005   
0601TGH6N       20160101000780100000005000 0600000040000005   
0601TGH6N       20160101000785100000005000 0600000040000005   
0601TGH6N       20160101000790100000005000 0600000180000023   
0601TGH6N       20160101000795100000005000 0600000200000025   
0601TGH6N       20160101000800100000005000 0600000230000029   
0601TGH6N       20160101000805100000005000 0600000250000031   
0601TGH6N       20160101000810100000005000 0600000290000036   
0601TGH6N       20160101000815100000005000 0600000320000039   
0601TGH6N       20160101000820100000005000 0600000350000043   
0601TGH6N       20160101000825100000005000 0600000390000047   
0601TGH6N       20160101000830100000005000 0600000420000050   
0601TGH6N       20160101000835100000005000 0600000470000056   
0601TGH6N       20160101000840100000005000 0600000500000059   
0601TGH6N       20160101000845100000005000 0600000540000064   
0601TGH6N       20160101000850100000005000 0600000570000067   
0601TGH6N       20160101000855100000005000 0600000610000071   
0601TGH6N       20160101000860100000005000 0600000670000078   
0601TGH6N       20160101000865100000005000 0600000710000082   
0601TGH6N       20160101000870100000005000 0600000770000088   
0601TGH6N       20160101000875100000005000 0600000810000092   
0601TGH6N       20160101000880100000005000 0600000870000099   
0601TGH6N       20160101000885100000005000 0600000930000105   
0601TGH6N       20160101000890100000005000 0600000980000110   
0601TGH6N       20160101000895100000005000 0600001060000118   
0601TGH6N       20160101000900100000005000 0600001110000123   
0601TGH6N       20160101000905100000005000 0600001190000131   
0601TGH6N       20160101000910100000005000 0600001240000136   
0601TGH6N       20160101000915100000005000 0600001320000144   
0601TGH6N       20160101000920100000005000 0600001370000149   
0601TGH6N       20160101000925100000005000 0600001450000156   
0601TGH6N       20160101000930100000005000 0600001510000162   
0601TGH6N       20160101000935100000005000 0600001600000171   
0601TGH6N       20160101000940100000005000 0600001660000176   
0601TGH6N       20160101000945100000005000 0600001750000185   
0601TGH6N       20160101000950100000005000 0600001820000191   
0601TGH6N       20160101000955100000005000 0600001910000199   
0601TGH6N       20160101000960100000005000 0600001980000206   
0601TGH6N       20160101000965100000005000 0600002070000214   
0601TGH6N       20160101000970100000005000 0600002140000220   
0601TGH6N       20160101000975100000005000 0600002230000228   
0601TGH6N       20160101000980100000005000 0600002290000233   
0601TGH6N       20160101000985100000005000 0600002380000241   
0601TGH6N       20160101000990100000005000 0600002450000247   
0601TGH6N       20160101000995100000005000 0600002540000255   
0601TGH6N       20160101001000100000005000 0600002610000260   
0601TGH6N       20160101001005100000005000 0600002700000268   
0601TGH6N       20160101001010100000005000 0600002770000274   
0601TGH6N       20160101001015100000005000 0600002860000281   
0601TGH6N       20160101001020100000005000 0600002950000289   
0601TGH6N       20160101001025100000005000 0600003020000294   
0601TGH6N       20160101001030100000005000 0600003110000301   
0601TGH6N       20160101001035100000005000 0600003180000307   
0601TGH6N       20160101001040100000005000 0600003270000314   
0601TGH6N       20160101001045100000005000 0600003340000319   
0601TGH6N       20160101001050100000005000 0600003420000325   
0601TGH6N       20160101001055100000005000 0600003490000330   
0601TGH6N       20160101001060100000005000 0600003580000337   
0601TGH6N       20160101001065100000005000 0600003650000342   
0601TGH6N       20160101001070100000005000 0600003740000349   
0601TGH6N       20160101001075100000005000 0600003830000355   
0601TGH6N       20160101001080100000005000 0600003900000360   
0601TGH6N       20160101001085100000005000 0600003990000367   
0601TGH6N       20160101001090100000005000 0600004060000372   
0601TGH6N       20160101001095100000005000 0600004150000378   
0601TGH6N       20160101001100100000005000 0600004220000383   
0601TGH6N       20160101001105100000005000 0600004310000389   
0601TGH6N       20160101001110100000005000 0600004400000396   
0601TGH6N       20160101001115100000005000 0600004470000400   
0601TGH6N       20160101001120100000005000 0600004560000406   
0601TGH6N       20160101001125100000005000 0600004650000412   
0601TGH6N       20160101001130100000005000 0600004720000417   
0601TGH6N       20160101001135100000005000 0600004810000423   
0601TGH6N       20160101001140100000005000 0600004900000429   
0601TGH6N       20160101001145100000005000 0600004970000433   
0601TGH6N       20160101001150100000005000 0600005060000439   
0601TGH6N       20160101001155100000005000 0600005160000446   
0601TGH6N       20160101001160100000005000 0600005230000450   
0601TGH6N       20160101001165100000005000 0600005310000455   
0601TGH6N       20160101001170100000005000 0600005410000461   
0601TGH6N       20160101001175100000005000 0600005480000465   
0601TGH6N       20160101001180100000005000 0600005570000471   
0601TGH6N       20160101001185100000005000 0600005660000477   
0601TGH6N       20160101001190100000005000 0600005730000481   
0601TGH6N       20160101001195100000005000 0600005820000486   
0601TGH6N       20160101001200100000005000 0600005910000491   
0601TGH6N       20160101001205100000005000 0600005980000495   
0601TGH6N       20160101001210100000005000 0600006070000501   
0601TGH6N       20160101001215100000005000 0600006160000506   
0601TGH6N       20160101001220100000005000 0600006240000510   
0601TGH6N       20160101001225100000005000 0600006340000516   
0601TGH6N       20160101001230100000005000 0600006450000523   
0601TGH6N       20160101001235100000005000 0600006530000528   
0601TGH6N       20160101001240100000005000 0600006630000534   
0601TGH6N       20160101001245100000005000 0600006740000540   
0601TGH6N       20160101001250100000005000 0600006820000545   
0601TGH6N       20160101001255100000005000 0600006920000550   
0601TGH6N       20160101001260100000005000 0600007030000557   
0601TGH6N       20160101001265100000005000 0600007110000561   
0601TGH6N       20160101001270100000005000 0600007210000567   
0601TGH6N       20160101001275100000005000 0600007310000572   
0601TGH6N       20160101001280100000005000 0600007390000576   
0601TGH6N       20160101001285100000005000 0600007490000582   
0601TGH6N       20160101001290100000005000 0600007590000587   
0601TGH6N       20160101001295100000005000 0600007670000591   
0601TGH6N       20160101001300100000005000 0600007770000597   
0601TGH6N       20160101001305100000005000 0600007870000602   
0601TGH6N       20160101001310100000005000 0600007950000606   
0601TGH6N       20160101001315100000005000 0600008050000611   
0601TGH6N       20160101001320100000005000 0600008150000616   
0601TGH6N       20160101001325100000005000 0600008230000620   
0601TGH6N       20160101001330100000005000 0600008330000625   
0601TGH6N       20160101001335100000005000 0600008430000630   
0601TGH6N       20160101001340100000005000 0600008510000634   
0601TGH6N       20160101001345100000005000 0600008610000639   
0601TGH6N       20160101001350100000005000 0600008710000644   
0601TGH6N       20160101001355100000005000 0600008790000648   
0601TGH6N       20160101001360100000005000 0600008890000652   
0601TGH6N       20160101001365100000005000 0600008990000657   
0601TGH6N       20160101001370100000005000 0600009070000661   
0601TGH6N       20160101001375100000005000 0600009200000668   
0601TGH6N       20160101001380100000005000 0600009330000675   
0601TGH6N       20160101001385100000005000 0600009430000680   
0601TGH6N       20160101001390100000005000 0600009550000686   
0601TGH6N       20160101001395100000005000 0600009680000693   
0601TGH6N       20160101001400100000005000 0600009780000697   
0601TGH6N       20160101001405100000005000 0600009900000703   
0601TGH6N       20160101001410100000005000 0600010030000710   
0601TGH6N       20160101001415100000005000 0600010130000715   
0601TGH6N       20160101001420100000005000 0600010240000720   
0601TGH6N       20160101001425100000005000 0600010370000726   
0601TGH6N       20160101001430100000005000 0600010470000731   
0601TGH6N       20160101001435100000005000 0600010590000737   
0601TGH6N       20160101001440100000005000 0600010720000743   
0601TGH6N       20160101001445100000005000 0600010820000747   
0601TGH6N       20160101001450100000005000 0600010940000753   
0601TGH6N       20160101001455100000005000 0600011070000760   
0601TGH6N       20160101001460100000005000 0600011170000764   
0601TGH6N       20160101001465100000005000 0600011280000769   
0601TGH6N       20160101001470100000005000 0600011410000775   
0601TGH6N       20160101001475100000005000 0600011520000780   
0601TGH6N       20160101001480100000005000 0600011630000784   
0601TGH6N       20160101001485100000005000 0600011760000791   
0601TGH6N       20160101001490100000005000 0600011870000795   
0601TGH6N       20160101001495100000005000 0600011980000800   
0601TGH6N       20160101001500100000005000 0600012120000807   
0601TGH6N       20160101001505100000005000 0600012230000811   
0601TGH6N       20160101001510100000005000 0600012340000816   
0601TGH6N       20160101001515100000005000 0600012480000822   
0601TGH6N       20160101001520100000005000 0600012590000827   
0601TGH6N       20160101001525100000005000 0600012710000832   
0601TGH6N       20160101001530100000005000 0600012840000838   
0601TGH6N       20160101001535100000005000 0600012950000842   
0601TGH6N       20160101001540100000005000 0600013060000847   
0601TGH6N       20160101001545100000005000 0600013200000853   
0601TGH6N       20160101001550100000005000 0600013310000857   
0601TGH6N       20160101001555100000005000 0600013420000862   
0601TGH6N       20160101001560100000005000 0600013530000866   
0601TGH6N       20160101001565100000005000 0600013670000872   
0601TGH6N       20160101001570100000005000 0600013790000877   
0601TGH6N       20160101001575100000005000 0600013890000881   
0601TGH6N       20160101001580100000005000 0600014030000887   
0601TGH6N       20160101001585100000005000 0600014140000891   
0601TGH6N       20160101001590100000005000 0600014250000895   
0601TGH6N       20160101001595100000005000 0600014390000901   
0601TGH6N       20160101001600100000005000 0600014510000905   
0601TGH6N       20160101001605100000005000 0600014620000909   
0601TGH6N       20160101001610100000005000 0600014760000915   
0601TGH6N       20160101001615100000005000 0600014890000921   
0601TGH6N       20160101001620100000005000 0600015000000924   
0601TGH6N       20160101001625100000005000 0600015140000930   
0601TGH6N       20160101001630100000005000 0600015260000935   
0601TGH6N       20160101001635100000005000 0600015370000939   
0601TGH6N       20160101001640100000005000 0600015510000944   
0601TGH6N       20160101001645100000005000 0600015630000949   
0601TGH6N       20160101001650100000005000 0600015740000952   
0601TGH6N       20160101001655100000005000 0600015880000958   
0601TGH6N       20160101001660100000005000 0600016010000963   
0601TGH6N       20160101001665100000005000 0600016120000967   
0601TGH6N       20160101001670100000005000 0600016260000972   
0601TGH6N       20160101001675100000005000 0600016380000976   
0601TGH6N       20160101001680100000005000 0600016490000980   
0601TGH6N       20160101001685100000005000 0600016630000985   
0601TGH6N       20160101001690100000005000 0600016760000990   
0601TGH6N       20160101001695100000005000 0600016880000994   
0601TGH6N       20160101001700100000005000 0600017020001000   
0601TGH6N       20160101001705100000005000 0600017150001004   
0601TGH6N       20160101001710100000005000 0600017260001008   
