00TG               20151204                                                                                   
0601TGM9N       20160101000885100000005000 0900000040000005   
0601TGM9N       20160101000890100000005000 0900000040000004   
0601TGM9N       20160101000895100000005000 0900000040000004   
0601TGM9N       20160101000900100000005000 0900000040000004   
0601TGM9N       20160101000905100000005000 0900000040000004   
0601TGM9N       20160101000910100000005000 0900000040000004   
0601TGM9N       20160101000915100000005000 0900000040000004   
0601TGM9N       20160101000920100000005000 0900000040000004   
0601TGM9N       20160101000925100000005000 0900000040000004   
0601TGM9N       20160101000930100000005000 0900000040000004   
0601TGM9N       20160101000935100000005000 0900000040000004   
0601TGM9N       20160101000940100000005000 0900000040000004   
0601TGM9N       20160101000945100000005000 0900000040000004   
0601TGM9N       20160101000950100000005000 0900000040000004   
0601TGM9N       20160101000955100000005000 0900000040000004   
0601TGM9N       20160101000960100000005000 0900000040000004   
0601TGM9N       20160101000965100000005000 0900000040000004   
0601TGM9N       20160101000970100000005000 0900000040000004   
0601TGM9N       20160101000975100000005000 0900000040000004   
0601TGM9N       20160101000980100000005000 0900000040000004   
0601TGM9N       20160101000985100000005000 0900000040000004   
0601TGM9N       20160101000990100000005000 0900000040000004   
0601TGM9N       20160101000995100000005000 0900000040000004   
0601TGM9N       20160101001000100000005000 0900000040000004   
0601TGM9N       20160101001005100000005000 0900000040000004   
0601TGM9N       20160101001010100000005000 0900000040000004   
0601TGM9N       20160101001015100000005000 0900000040000004   
0601TGM9N       20160101001020100000005000 0900000040000004   
0601TGM9N       20160101001025100000005000 0900000040000004   
0601TGM9N       20160101001030100000005000 0900000040000004   
0601TGM9N       20160101001035100000005000 0900000040000004   
0601TGM9N       20160101001040100000005000 0900000040000004   
0601TGM9N       20160101001045100000005000 0900000040000004   
0601TGM9N       20160101001050100000005000 0900000040000004   
0601TGM9N       20160101001055100000005000 0900000180000017   
0601TGM9N       20160101001060100000005000 0900000200000019   
0601TGM9N       20160101001065100000005000 0900000230000022   
0601TGM9N       20160101001070100000005000 0900000250000023   
0601TGM9N       20160101001075100000005000 0900000290000027   
0601TGM9N       20160101001080100000005000 0900000330000030   
0601TGM9N       20160101001085100000005000 0900000360000033   
0601TGM9N       20160101001090100000005000 0900000410000038   
0601TGM9N       20160101001095100000005000 0900000440000040   
0601TGM9N       20160101001100100000005000 0900000480000044   
0601TGM9N       20160101001105100000005000 0900000530000048   
0601TGM9N       20160101001110100000005000 0900000560000050   
0601TGM9N       20160101001115100000005000 0900000610000055   
0601TGM9N       20160101001120100000005000 0900000650000058   
0601TGM9N       20160101001125100000005000 0900000710000063   
0601TGM9N       20160101001130100000005000 0900000770000068   
0601TGM9N       20160101001135100000005000 0900000810000071   
0601TGM9N       20160101001140100000005000 0900000870000076   
0601TGM9N       20160101001145100000005000 0900000930000081   
0601TGM9N       20160101001150100000005000 0900000980000085   
0601TGM9N       20160101001155100000005000 0900001060000092   
0601TGM9N       20160101001160100000005000 0900001130000097   
0601TGM9N       20160101001165100000005000 0900001190000102   
0601TGM9N       20160101001170100000005000 0900001270000108   
0601TGM9N       20160101001175100000005000 0900001340000114   
0601TGM9N       20160101001180100000005000 0900001400000118   
0601TGM9N       20160101001185100000005000 0900001480000125   
0601TGM9N       20160101001190100000005000 0900001560000131   
0601TGM9N       20160101001195100000005000 0900001630000136   
0601TGM9N       20160101001200100000005000 0900001730000144   
0601TGM9N       20160101001205100000005000 0900001820000151   
0601TGM9N       20160101001210100000005000 0900001880000155   
0601TGM9N       20160101001215100000005000 0900001980000163   
0601TGM9N       20160101001220100000005000 0900002070000169   
0601TGM9N       20160101001225100000005000 0900002140000174   
0601TGM9N       20160101001230100000005000 0900002230000181   
0601TGM9N       20160101001235100000005000 0900002320000187   
0601TGM9N       20160101001240100000005000 0900002390000192   
0601TGM9N       20160101001245100000005000 0900002480000199   
0601TGM9N       20160101001250100000005000 0900002570000205   
0601TGM9N       20160101001255100000005000 0900002640000210   
0601TGM9N       20160101001260100000005000 0900002740000217   
0601TGM9N       20160101001265100000005000 0900002820000222   
0601TGM9N       20160101001270100000005000 0900002890000227   
0601TGM9N       20160101001275100000005000 0900002990000234   
0601TGM9N       20160101001280100000005000 0900003080000240   
0601TGM9N       20160101001285100000005000 0900003150000245   
0601TGM9N       20160101001290100000005000 0900003240000251   
0601TGM9N       20160101001295100000005000 0900003330000257   
0601TGM9N       20160101001300100000005000 0900003400000261   
0601TGM9N       20160101001305100000005000 0900003490000267   
0601TGM9N       20160101001310100000005000 0900003580000273   
0601TGM9N       20160101001315100000005000 0900003650000277   
0601TGM9N       20160101001320100000005000 0900003740000283   
0601TGM9N       20160101001325100000005000 0900003830000289   
0601TGM9N       20160101001330100000005000 0900003900000293   
0601TGM9N       20160101001335100000005000 0900004000000299   
0601TGM9N       20160101001340100000005000 0900004080000304   
0601TGM9N       20160101001345100000005000 0900004150000308   
0601TGM9N       20160101001350100000005000 0900004250000314   
0601TGM9N       20160101001355100000005000 0900004340000320   
0601TGM9N       20160101001360100000005000 0900004410000324   
0601TGM9N       20160101001365100000005000 0900004500000329   
0601TGM9N       20160101001370100000005000 0900004590000334   
0601TGM9N       20160101001375100000005000 0900004660000338   
0601TGM9N       20160101001380100000005000 0900004750000344   
0601TGM9N       20160101001385100000005000 0900004840000349   
0601TGM9N       20160101001390100000005000 0900004910000353   
0601TGM9N       20160101001395100000005000 0900005010000358   
0601TGM9N       20160101001400100000005000 0900005090000363   
0601TGM9N       20160101001405100000005000 0900005160000367   
0601TGM9N       20160101001410100000005000 0900005260000372   
0601TGM9N       20160101001415100000005000 0900005340000377   
0601TGM9N       20160101001420100000005000 0900005420000381   
0601TGM9N       20160101001425100000005000 0900005510000386   
0601TGM9N       20160101001430100000005000 0900005600000391   
0601TGM9N       20160101001435100000005000 0900005670000394   
0601TGM9N       20160101001440100000005000 0900005760000399   
0601TGM9N       20160101001445100000005000 0900005850000404   
0601TGM9N       20160101001450100000005000 0900005920000408   
0601TGM9N       20160101001455100000005000 0900006010000412   
0601TGM9N       20160101001460100000005000 0900006100000417   
0601TGM9N       20160101001465100000005000 0900006170000420   
0601TGM9N       20160101001470100000005000 0900006270000426   
0601TGM9N       20160101001475100000005000 0900006370000431   
0601TGM9N       20160101001480100000005000 0900006460000436   
0601TGM9N       20160101001485100000005000 0900006570000442   
0601TGM9N       20160101001490100000005000 0900006670000447   
0601TGM9N       20160101001495100098504900 0900000000000450   
0601TGM0Y       20160101000000100000120000 0000000040000034   
0601TGM0Y       20160101000120100000005000 0000000040000033   
0601TGM0Y       20160101000125100000005000 0000000040000031   
0601TGM0Y       20160101000130100000005000 0000000040000030   
0601TGM0Y       20160101000135100000005000 0000000040000029   
0601TGM0Y       20160101000140100000005000 0000000040000028   
0601TGM0Y       20160101000145100000005000 0000000040000027   
0601TGM0Y       20160101000150100000005000 0000000040000026   
0601TGM0Y       20160101000155100000005000 0000000040000025   
0601TGM0Y       20160101000160100000005000 0000000040000025   
0601TGM0Y       20160101000165100000005000 0000000040000024   
0601TGM0Y       20160101000170100000005000 0000000040000023   
0601TGM0Y       20160101000175100000005000 0000000040000023   
0601TGM0Y       20160101000180100000005000 0000000040000022   
0601TGM0Y       20160101000185100000005000 0000000040000021   
0601TGM0Y       20160101000190100000005000 0000000040000021   
0601TGM0Y       20160101000195100000005000 0000000040000020   
0601TGM0Y       20160101000200100000005000 0000000040000020   
0601TGM0Y       20160101000205100000005000 0000000040000019   
0601TGM0Y       20160101000210100000005000 0000000040000019   
0601TGM0Y       20160101000215100000005000 0000000040000018   
0601TGM0Y       20160101000220100000005000 0000000040000018   
0601TGM0Y       20160101000225100000005000 0000000040000018   
0601TGM0Y       20160101000230100000005000 0000000040000017   
0601TGM0Y       20160101000235100000005000 0000000040000017   
0601TGM0Y       20160101000240100000005000 0000000040000016   
0601TGM0Y       20160101000245100000005000 0000000040000016   
0601TGM0Y       20160101000250100000005000 0000000040000016   
0601TGM0Y       20160101000255100000005000 0000000040000016   
0601TGM0Y       20160101000260100000005000 0000000040000015   
0601TGM0Y       20160101000265100000005000 0000000040000015   
0601TGM0Y       20160101000270100000005000 0000000040000015   
0601TGM0Y       20160101000275100000005000 0000000040000014   
0601TGM0Y       20160101000280100000005000 0000000040000014   
0601TGM0Y       20160101000285100000005000 0000000040000014   
0601TGM0Y       20160101000290100000005000 0000000040000014   
0601TGM0Y       20160101000295100000005000 0000000040000013   
0601TGM0Y       20160101000300100000005000 0000000040000013   
0601TGM0Y       20160101000305100000005000 0000000040000013   
0601TGM0Y       20160101000310100000005000 0000000040000013   
0601TGM0Y       20160101000315100000005000 0000000040000013   
0601TGM0Y       20160101000320100000005000 0000000040000012   
0601TGM0Y       20160101000325100000005000 0000000180000055   
0601TGM0Y       20160101000330100000005000 0000000200000060   
