00VD               20231110                                                                                   
0601VDH3N       20240101003800100000050000 0300000000002792   
0601VDH3N       20240101003850100000050000 0300000000002811   
0601VDH3N       20240101003900100000050000 0300000000002831   
0601VDH3N       20240101003950100000050000 0300000000002850   
0601VDH3N       20240101004000100000050000 0300000000002868   
0601VDH3N       20240101004050100000050000 0300000000002885   
0601VDH3N       20240101004100100000050000 0300000000002900   
0601VDH3N       20240101004150100000050000 0300000000002918   
0601VDH3N       20240101004200100000050000 0300000000002936   
0601VDH3N       20240101004250100000050000 0300000000002952   
0601VDH3N       20240101004300100000050000 0300000000002968   
0601VDH3N       20240101004350100000050000 0300000000002984   
0601VDH3N       20240101004400100000050000 0300000000003000   
0601VDH3N       20240101004450100000050000 0300000000003014   
0601VDH3N       20240101004500100000050000 0300000000003029   
0601VDH3N       20240101004550100000050000 0300000000003043   
0601VDH3N       20240101004600100000050000 0300000000003059   
0601VDH3N       20240101004650100000050000 0300000000003073   
0601VDH3N       20240101004700100000050000 0300000000003088   
0601VDH3N       20240101004750100000050000 0300000000003102   
0601VDH3N       20240101004800100000050000 0300000000003115   
0601VDH3N       20240101004850100000050000 0300000000003129   
0601VDH3N       20240101004900100000050000 0300000000003142   
0601VDH3N       20240101004950100000050000 0300000000003154   
0601VDH3N       20240101005000100000050000 0300000000003167   
0601VDH3N       20240101005050100000050000 0300000000003181   
0601VDH3N       20240101005100100000050000 0300000000003195   
0601VDH3N       20240101005150100000050000 0300000000003207   
0601VDH3N       20240101005200100000050000 0300000000003220   
0601VDH3N       20240101005250100000050000 0300000000003231   
0601VDH3N       20240101005300100000050000 0300000000003243   
0601VDH3N       20240101005350100000050000 0300000000003255   
0601VDH3N       20240101005400100000050000 0300000000003266   
0601VDH3N       20240101005450100000050000 0300000000003278   
0601VDH3N       20240101005500100000050000 0300000000003288   
0601VDH3N       20240101005550100000050000 0300000000003299   
0601VDH3N       20240101005600100000050000 0300000000003309   
0601VDH3N       20240101005650100000050000 0300000000003319   
0601VDH3N       20240101005700100000050000 0300000000003328   
0601VDH3N       20240101005750100000050000 0300000000003339   
0601VDH3N       20240101005800100000050000 0300000000003348   
0601VDH3N       20240101005850100000050000 0300000000003358   
0601VDH3N       20240101005900100000050000 0300000000003367   
0601VDH3N       20240101005950100000050000 0300000000003376   
0601VDH3N       20240101006000100000050000 0300000000003384   
0601VDH3N       20240101006050100000050000 0300000000003393   
0601VDH3N       20240101006100100000050000 0300000000003401   
0601VDH3N       20240101006150100000050000 0300000000003410   
0601VDH3N       20240101006200100000050000 0300000000003418   
0601VDH3N       20240101006250100000050000 0300000000003426   
0601VDH3N       20240101006300100000050000 0300000000003433   
0601VDH3N       20240101006350100000050000 0300000000003441   
0601VDH3N       20240101006400100000050000 0300000000003448   
0601VDH3N       20240101006450100000050000 0300000000003456   
0601VDH3N       20240101006500100000050000 0300000000003463   
0601VDH3N       20240101006550100000050000 0300000000003470   
0601VDH3N       20240101006600100000050000 0300000000003478   
0601VDH3N       20240101006650100000050000 0300000000003484   
0601VDH3N       20240101006700100000050000 0300000000003491   
0601VDH3N       20240101006750100000050000 0300000000003498   
0601VDH3N       20240101006800100000050000 0300000000003504   
0601VDH3N       20240101006850100000050000 0300000000003510   
0601VDH3N       20240101006900100000050000 0300000000003517   
0601VDH3N       20240101006950100000050000 0300000000003523   
0601VDH3N       20240101007000100000050000 0300000000003529   
0601VDH3N       20240101007050100000050000 0300000000003535   
0601VDH3N       20240101007100100000050000 0300000000003541   
0601VDH3N       20240101007150100000050000 0300000000003547   
0601VDH3N       20240101007200100000050000 0300000000003553   
0601VDH3N       20240101007250100000050000 0300000000003558   
0601VDH3N       20240101007300100000050000 0300000000003564   
0601VDH3N       20240101007350100000050000 0300000000003569   
0601VDH3N       20240101007400100000050000 0300000000003575   
0601VDH3N       20240101007450100000050000 0300000000003579   
0601VDH3N       20240101007500100000050000 0300000000003585   
0601VDH3N       20240101007550100000050000 0300000000003590   
0601VDH3N       20240101007600100000050000 0300000000003595   
0601VDH3N       20240101007650100000050000 0300000000003600   
0601VDH3N       20240101007700100000050000 0300000000003605   
0601VDH3N       20240101007750100000050000 0300000000003609   
0601VDH3N       20240101007800100000050000 0300000000003615   
0601VDH3N       20240101007850100000050000 0300000000003619   
0601VDH3N       20240101007900100000050000 0300000000003623   
0601VDH3N       20240101007950100000050000 0300000000003629   
0601VDH3N       20240101008000100000050000 0300000000003633   
0601VDH3N       20240101008050100000050000 0300000000003637   
0601VDH3N       20240101008100100000050000 0300000000003641   
0601VDH3N       20240101008150100000050000 0300000000003646   
0601VDH3N       20240101008200100000050000 0300000000003650   
0601VDH3N       20240101008250100000050000 0300000000003655   
0601VDH3N       20240101008300100000050000 0300000000003658   
0601VDH3N       20240101008350100000050000 0300000000003662   
0601VDH3N       20240101008400100000050000 0300000000003666   
0601VDH3N       20240101008450100000050000 0300000000003671   
0601VDH3N       20240101008500100000050000 0300000000003675   
0601VDH3N       20240101008550100000050000 0300000000003679   
0601VDH3N       20240101008600100000050000 0300000000003682   
0601VDH3N       20240101008650100000050000 0300000000003686   
0601VDH3N       20240101008700100000050000 0300000000003690   
0601VDH3N       20240101008750100000050000 0300000000003693   
0601VDH3N       20240101008800100000050000 0300000000003697   
0601VDH3N       20240101008850100000050000 0300000000003700   
0601VDH3N       20240101008900100000050000 0300000000003704   
0601VDH3N       20240101008950100000050000 0300000000003708   
0601VDH3N       20240101009000100000050000 0300000000003711   
0601VDH3N       20240101009050100000050000 0300000000003714   
0601VDH3N       20240101009100100000050000 0300000000003717   
0601VDH3N       20240101009150100000050000 0300000000003719   
0601VDH3N       20240101009200100000050000 0300000000003723   
0601VDH3N       20240101009250100000050000 0300000000003725   
0601VDH3N       20240101009300100000050000 0300000000003727   
0601VDH3N       20240101009350100000050000 0300000000003729   
0601VDH3N       20240101009400100000050000 0300000000003732   
0601VDH3N       20240101009450100000050000 0300000000003735   
0601VDH3N       20240101009500100000050000 0300000000003737   
0601VDH3N       20240101009550100000050000 0300000000003739   
0601VDH3N       20240101009600100000050000 0300000000003741   
0601VDH3N       20240101009650100000050000 0300000000003744   
0601VDH3N       20240101009700100000050000 0300000000003746   
0601VDH3N       20240101009750100000050000 0300000000003748   
0601VDH3N       20240101009800100000050000 0300000000003750   
0601VDH3N       20240101009850100000050000 0300000000003753   
0601VDH3N       20240101009900100000050000 0300000000003755   
0601VDH3N       20240101009950100000050000 0300000000003757   
0601VDH3N       20240101010000100040000000 0300000000003758   
0601VDH4N       20240101000000100000530000 0400000000000000   
0601VDH4N       20240101000530100000005000 0400000000000004   
0601VDH4N       20240101000535100000005000 0400000000000006   
0601VDH4N       20240101000540100000005000 0400000000000009   
0601VDH4N       20240101000545100000005000 0400000000000011   
0601VDH4N       20240101000550100000005000 0400000000000014   
0601VDH4N       20240101000555100000005000 0400000000000017   
0601VDH4N       20240101000560100000005000 0400000000000020   
0601VDH4N       20240101000565100000005000 0400000000000025   
0601VDH4N       20240101000570100000005000 0400000000000029   
0601VDH4N       20240101000575100000005000 0400000000000034   
0601VDH4N       20240101000580100000005000 0400000000000039   
0601VDH4N       20240101000585100000005000 0400000000000043   
0601VDH4N       20240101000590100000005000 0400000000000048   
0601VDH4N       20240101000595100000005000 0400000000000052   
0601VDH4N       20240101000600100000005000 0400000000000058   
0601VDH4N       20240101000605100000005000 0400000000000064   
0601VDH4N       20240101000610100000005000 0400000000000071   
0601VDH4N       20240101000615100000005000 0400000000000077   
0601VDH4N       20240101000620100000005000 0400000000000083   
0601VDH4N       20240101000625100000005000 0400000000000089   
0601VDH4N       20240101000630100000005000 0400000000000096   
0601VDH4N       20240101000635100000005000 0400000000000102   
0601VDH4N       20240101000640100000005000 0400000000000110   
0601VDH4N       20240101000645100000005000 0400000000000117   
0601VDH4N       20240101000650100000005000 0400000000000127   
0601VDH4N       20240101000655100000005000 0400000000000134   
0601VDH4N       20240101000660100000005000 0400000000000141   
0601VDH4N       20240101000665100000005000 0400000000000148   
0601VDH4N       20240101000670100000005000 0400000000000157   
0601VDH4N       20240101000675100000005000 0400000000000163   
0601VDH4N       20240101000680100000005000 0400000000000170   
0601VDH4N       20240101000685100000005000 0400000000000177   
0601VDH4N       20240101000690100000005000 0400000000000185   
0601VDH4N       20240101000695100000005000 0400000000000191   
0601VDH4N       20240101000700100000005000 0400000000000198   
0601VDH4N       20240101000705100000005000 0400000000000206   
0601VDH4N       20240101000710100000005000 0400000000000214   
0601VDH4N       20240101000715100000005000 0400000000000222   
0601VDH4N       20240101000720100000005000 0400000000000232   
0601VDH4N       20240101000725100000005000 0400000000000239   
0601VDH4N       20240101000730100000005000 0400000000000247   
0601VDH4N       20240101000735100000005000 0400000000000254   
0601VDH4N       20240101000740100000005000 0400000000000263   
0601VDH4N       20240101000745100000005000 0400000000000270   
0601VDH4N       20240101000750100000005000 0400000000000278   
0601VDH4N       20240101000755100000005000 0400000000000285   
0601VDH4N       20240101000760100000005000 0400000000000294   
0601VDH4N       20240101000765100000005000 0400000000000300   
0601VDH4N       20240101000770100000005000 0400000000000307   
0601VDH4N       20240101000775100000005000 0400000000000314   
0601VDH4N       20240101000780100000005000 0400000000000323   
0601VDH4N       20240101000785100000005000 0400000000000334   
0601VDH4N       20240101000790100000005000 0400000000000341   
0601VDH4N       20240101000795100000005000 0400000000000350   
0601VDH4N       20240101000800100000005000 0400000000000357   
0601VDH4N       20240101000805100000005000 0400000000000367   
0601VDH4N       20240101000810100000005000 0400000000000375   
0601VDH4N       20240101000815100000005000 0400000000000383   
0601VDH4N       20240101000820100000005000 0400000000000390   
0601VDH4N       20240101000825100000005000 0400000000000400   
0601VDH4N       20240101000830100000005000 0400000000000407   
0601VDH4N       20240101000835100000005000 0400000000000414   
0601VDH4N       20240101000840100000005000 0400000000000421   
0601VDH4N       20240101000845100000005000 0400000000000430   
0601VDH4N       20240101000850100000005000 0400000000000437   
0601VDH4N       20240101000855100000005000 0400000000000446   
0601VDH4N       20240101000860100000005000 0400000000000454   
0601VDH4N       20240101000865100000005000 0400000000000465   
0601VDH4N       20240101000870100000005000 0400000000000472   
0601VDH4N       20240101000875100000005000 0400000000000481   
0601VDH4N       20240101000880100000005000 0400000000000490   
0601VDH4N       20240101000885100000005000 0400000000000499   
0601VDH4N       20240101000890100000005000 0400000000000506   
0601VDH4N       20240101000895100000005000 0400000000000516   
0601VDH4N       20240101000900100000005000 0400000000000523   
0601VDH4N       20240101000905100000005000 0400000000000531   
0601VDH4N       20240101000910100000005000 0400000000000538   
0601VDH4N       20240101000915100000005000 0400000000000548   
0601VDH4N       20240101000920100000005000 0400000000000555   
0601VDH4N       20240101000925100000005000 0400000000000563   
0601VDH4N       20240101000930100000005000 0400000000000569   
0601VDH4N       20240101000935100000005000 0400000000000579   
0601VDH4N       20240101000940100000005000 0400000000000585   
0601VDH4N       20240101000945100000005000 0400000000000593   
0601VDH4N       20240101000950100000005000 0400000000000599   
0601VDH4N       20240101000955100000005000 0400000000000608   
0601VDH4N       20240101000960100000005000 0400000000000614   
0601VDH4N       20240101000965100000005000 0400000000000621   
0601VDH4N       20240101000970100000005000 0400000000000627   
0601VDH4N       20240101000975100000005000 0400000000000636   
0601VDH4N       20240101000980100000005000 0400000000000642   
0601VDH4N       20240101000985100000005000 0400000000000649   
0601VDH4N       20240101000990100000005000 0400000000000656   
0601VDH4N       20240101000995100000005000 0400000000000663   
0601VDH4N       20240101001000100000005000 0400000000000669   
0601VDH4N       20240101001005100000005000 0400000000000677   
0601VDH4N       20240101001010100000005000 0400000000000682   
0601VDH4N       20240101001015100000005000 0400000000000689   
0601VDH4N       20240101001020100000005000 0400000000000694   
0601VDH4N       20240101001025100000005000 0400000000000702   
0601VDH4N       20240101001030100000005000 0400000000000707   
0601VDH4N       20240101001035100000005000 0400000000000714   
0601VDH4N       20240101001040100000005000 0400000000000720   
0601VDH4N       20240101001045100000005000 0400000000000729   
0601VDH4N       20240101001050100000005000 0400000000000736   
0601VDH4N       20240101001055100000005000 0400000000000743   
0601VDH4N       20240101001060100000005000 0400000000000749   
0601VDH4N       20240101001065100000005000 0400000000000758   
0601VDH4N       20240101001070100000005000 0400000000000764   
0601VDH4N       20240101001075100000005000 0400000000000771   
0601VDH4N       20240101001080100000005000 0400000000000777   
0601VDH4N       20240101001085100000005000 0400000000000786   
0601VDH4N       20240101001090100000005000 0400000000000792   
0601VDH4N       20240101001095100000005000 0400000000000801   
0601VDH4N       20240101001100100000005000 0400000000000808   
0601VDH4N       20240101001105100000005000 0400000000000813   
0601VDH4N       20240101001110100000005000 0400000000000821   
0601VDH4N       20240101001115100000005000 0400000000000827   
0601VDH4N       20240101001120100000005000 0400000000000834   
0601VDH4N       20240101001125100000005000 0400000000000839   
0601VDH4N       20240101001130100000005000 0400000000000847   
0601VDH4N       20240101001135100000005000 0400000000000856   
0601VDH4N       20240101001140100000005000 0400000000000861   
0601VDH4N       20240101001145100000005000 0400000000000867   
0601VDH4N       20240101001150100000005000 0400000000000872   
0601VDH4N       20240101001155100000005000 0400000000000878   
0601VDH4N       20240101001160100000005000 0400000000000882   
0601VDH4N       20240101001165100000005000 0400000000000887   
0601VDH4N       20240101001170100000005000 0400000000000891   
0601VDH4N       20240101001175100000005000 0400000000000896   
0601VDH4N       20240101001180100000005000 0400000000000900   
0601VDH4N       20240101001185100000005000 0400000000000905   
0601VDH4N       20240101001190100000005000 0400000000000910   
0601VDH4N       20240101001195100000005000 0400000000000913   
0601VDH4N       20240101001200100000005000 0400000000000917   
0601VDH4N       20240101001205100000005000 0400000000000921   
0601VDH4N       20240101001210100000005000 0400000000000926   
0601VDH4N       20240101001215100000005000 0400000000000930   
0601VDH4N       20240101001220100000005000 0400000000000934   
0601VDH4N       20240101001225100000005000 0400000000000937   
0601VDH4N       20240101001230100000005000 0400000000000942   
0601VDH4N       20240101001235100000005000 0400000000000946   
0601VDH4N       20240101001240100000005000 0400000000000949   
0601VDH4N       20240101001245100000005000 0400000000000954   
0601VDH4N       20240101001250100000005000 0400000000000959   
0601VDH4N       20240101001255100000005000 0400000000000962   
0601VDH4N       20240101001260100000005000 0400000000000965   
0601VDH4N       20240101001265100000005000 0400000000000970   
0601VDH4N       20240101001270100000005000 0400000000000974   
0601VDH4N       20240101001275100000005000 0400000000000976   
0601VDH4N       20240101001280100000005000 0400000000000981   
0601VDH4N       20240101001285100000005000 0400000000000986   
0601VDH4N       20240101001290100000005000 0400000000000989   
0601VDH4N       20240101001295100000005000 0400000000000993   
0601VDH4N       20240101001300100000005000 0400000000000998   
0601VDH4N       20240101001305100000005000 0400000000001002   
0601VDH4N       20240101001310100000005000 0400000000001006   
0601VDH4N       20240101001315100000005000 0400000000001011   
0601VDH4N       20240101001320100000005000 0400000000001014   
0601VDH4N       20240101001325100000005000 0400000000001018   
0601VDH4N       20240101001330100000005000 0400000000001022   
0601VDH4N       20240101001335100000005000 0400000000001026   
0601VDH4N       20240101001340100000005000 0400000000001029   
0601VDH4N       20240101001345100000005000 0400000000001034   
0601VDH4N       20240101001350100000005000 0400000000001037   
0601VDH4N       20240101001355100000005000 0400000000001040   
0601VDH4N       20240101001360100000005000 0400000000001045   
0601VDH4N       20240101001365100000005000 0400000000001048   
0601VDH4N       20240101001370100000005000 0400000000001052   
0601VDH4N       20240101001375100000005000 0400000000001056   
0601VDH4N       20240101001380100000005000 0400000000001058   
0601VDH4N       20240101001385100000005000 0400000000001063   
0601VDH4N       20240101001390100000005000 0400000000001068   
0601VDH4N       20240101001395100000005000 0400000000001072   
0601VDH4N       20240101001400100000005000 0400000000001074   
0601VDH4N       20240101001405100000005000 0400000000001078   
0601VDH4N       20240101001410100000005000 0400000000001083   
0601VDH4N       20240101001415100000005000 0400000000001086   
0601VDH4N       20240101001420100000005000 0400000000001090   
0601VDH4N       20240101001425100000005000 0400000000001095   
0601VDH4N       20240101001430100000005000 0400000000001098   
0601VDH4N       20240101001435100000005000 0400000000001102   
0601VDH4N       20240101001440100000005000 0400000000001106   
0601VDH4N       20240101001445100000005000 0400000000001109   
0601VDH4N       20240101001450100000005000 0400000000001113   
0601VDH4N       20240101001455100000005000 0400000000001118   
0601VDH4N       20240101001460100000005000 0400000000001121   
0601VDH4N       20240101001465100000005000 0400000000001124   
0601VDH4N       20240101001470100000005000 0400000000001130   
0601VDH4N       20240101001475100000005000 0400000000001133   
0601VDH4N       20240101001480100000005000 0400000000001136   
0601VDH4N       20240101001485100000005000 0400000000001140   
0601VDH4N       20240101001490100000005000 0400000000001144   
0601VDH4N       20240101001495100000005000 0400000000001147   
0601VDH4N       20240101001500100000005000 0400000000001152   
0601VDH4N       20240101001505100000005000 0400000000001155   
0601VDH4N       20240101001510100000005000 0400000000001159   
0601VDH4N       20240101001515100000005000 0400000000001164   
0601VDH4N       20240101001520100000005000 0400000000001168   
0601VDH4N       20240101001525100000005000 0400000000001171   
0601VDH4N       20240101001530100000005000 0400000000001178   
0601VDH4N       20240101001535100000005000 0400000000001181   
0601VDH4N       20240101001540100000005000 0400000000001185   
0601VDH4N       20240101001545100000005000 0400000000001190   
0601VDH4N       20240101001550100000005000 0400000000001194   
0601VDH4N       20240101001555100000005000 0400000000001199   
0601VDH4N       20240101001560100000005000 0400000000001203   
0601VDH4N       20240101001565100000005000 0400000000001206   
0601VDH4N       20240101001570100000005000 0400000000001212   
0601VDH4N       20240101001575100000005000 0400000000001214   
0601VDH4N       20240101001580100000005000 0400000000001219   
0601VDH4N       20240101001585100000005000 0400000000001223   
0601VDH4N       20240101001590100000005000 0400000000001227   
0601VDH4N       20240101001595100000005000 0400000000001232   
0601VDH4N       20240101001600100000005000 0400000000001235   
0601VDH4N       20240101001605100000005000 0400000000001239   
0601VDH4N       20240101001610100000005000 0400000000001244   
0601VDH4N       20240101001615100000005000 0400000000001248   
0601VDH4N       20240101001620100000005000 0400000000001251   
0601VDH4N       20240101001625100000005000 0400000000001257   
0601VDH4N       20240101001630100000005000 0400000000001260   
0601VDH4N       20240101001635100000005000 0400000000001264   
0601VDH4N       20240101001640100000005000 0400000000001269   
0601VDH4N       20240101001645100000005000 0400000000001273   
0601VDH4N       20240101001650100000005000 0400000000001277   
0601VDH4N       20240101001655100000005000 0400000000001281   
0601VDH4N       20240101001660100000005000 0400000000001285   
0601VDH4N       20240101001665100000005000 0400000000001289   
0601VDH4N       20240101001670100000005000 0400000000001294   
0601VDH4N       20240101001675100000005000 0400000000001297   
0601VDH4N       20240101001680100000005000 0400000000001300   
0601VDH4N       20240101001685100000005000 0400000000001306   
0601VDH4N       20240101001690100000005000 0400000000001309   
0601VDH4N       20240101001695100000005000 0400000000001313   
0601VDH4N       20240101001700100000005000 0400000000001318   
0601VDH4N       20240101001705100000005000 0400000000001321   
0601VDH4N       20240101001710100000005000 0400000000001324   
0601VDH4N       20240101001715100000005000 0400000000001328   
0601VDH4N       20240101001720100000005000 0400000000001332   
0601VDH4N       20240101001725100000005000 0400000000001337   
0601VDH4N       20240101001730100000005000 0400000000001341   
0601VDH4N       20240101001735100000005000 0400000000001346   
0601VDH4N       20240101001740100000005000 0400000000001350   
0601VDH4N       20240101001745100000005000 0400000000001353   
0601VDH4N       20240101001750100000005000 0400000000001359   
0601VDH4N       20240101001755100000005000 0400000000001363   
0601VDH4N       20240101001760100000005000 0400000000001366   
0601VDH4N       20240101001765100000005000 0400000000001372   
0601VDH4N       20240101001770100000005000 0400000000001376   
0601VDH4N       20240101001775100000005000 0400000000001380   
0601VDH4N       20240101001780100000005000 0400000000001386   
0601VDH4N       20240101001785100000005000 0400000000001389   
0601VDH4N       20240101001790100000005000 0400000000001393   
0601VDH4N       20240101001795100000005000 0400000000001399   
0601VDH4N       20240101001800100000005000 0400000000001403   
0601VDH4N       20240101001805100000005000 0400000000001406   
0601VDH4N       20240101001810100000005000 0400000000001412   
0601VDH4N       20240101001815100000005000 0400000000001416   
0601VDH4N       20240101001820100000005000 0400000000001421   
0601VDH4N       20240101001825100000005000 0400000000001427   
0601VDH4N       20240101001830100000005000 0400000000001431   
0601VDH4N       20240101001835100000005000 0400000000001434   
0601VDH4N       20240101001840100000005000 0400000000001440   
0601VDH4N       20240101001845100000005000 0400000000001445   
0601VDH4N       20240101001850100000005000 0400000000001449   
0601VDH4N       20240101001855100000005000 0400000000001455   
0601VDH4N       20240101001860100000005000 0400000000001458   
0601VDH4N       20240101001865100000005000 0400000000001463   
0601VDH4N       20240101001870100000005000 0400000000001467   
0601VDH4N       20240101001875100000005000 0400000000001472   
0601VDH4N       20240101001880100000005000 0400000000001476   
0601VDH4N       20240101001885100000005000 0400000000001481   
0601VDH4N       20240101001890100000005000 0400000000001486   
0601VDH4N       20240101001895100000005000 0400000000001489   
0601VDH4N       20240101001900100000005000 0400000000001493   
0601VDH4N       20240101001905100000005000 0400000000001499   
0601VDH4N       20240101001910100000005000 0400000000001502   
0601VDH4N       20240101001915100000005000 0400000000001506   
0601VDH4N       20240101001920100000005000 0400000000001511   
0601VDH4N       20240101001925100000005000 0400000000001515   
0601VDH4N       20240101001930100000005000 0400000000001519   
0601VDH4N       20240101001935100000005000 0400000000001525   
0601VDH4N       20240101001940100000005000 0400000000001528   
0601VDH4N       20240101001945100000005000 0400000000001532   
0601VDH4N       20240101001950100000005000 0400000000001536   
0601VDH4N       20240101001955100000005000 0400000000001541   
0601VDH4N       20240101001960100000005000 0400000000001544   
0601VDH4N       20240101001965100000005000 0400000000001548   
0601VDH4N       20240101001970100000005000 0400000000001553   
0601VDH4N       20240101001975100000005000 0400000000001556   
0601VDH4N       20240101001980100000005000 0400000000001563   
0601VDH4N       20240101001985100000005000 0400000000001566   
0601VDH4N       20240101001990100000005000 0400000000001570   
0601VDH4N       20240101001995100000005000 0400000000001575   
0601VDH4N       20240101002000100000050000 0400000000001598   
0601VDH4N       20240101002050100000050000 0400000000001639   
0601VDH4N       20240101002100100000050000 0400000000001681   
0601VDH4N       20240101002150100000050000 0400000000001720   
0601VDH4N       20240101002200100000050000 0400000000001755   
0601VDH4N       20240101002250100000050000 0400000000001785   
0601VDH4N       20240101002300100000050000 0400000000001815   
0601VDH4N       20240101002350100000050000 0400000000001844   
0601VDH4N       20240101002400100000050000 0400000000001871   
0601VDH4N       20240101002450100000050000 0400000000001897   
0601VDH4N       20240101002500100000050000 0400000000001926   
0601VDH4N       20240101002550100000050000 0400000000001955   
0601VDH4N       20240101002600100000050000 0400000000001982   
0601VDH4N       20240101002650100000050000 0400000000002007   
0601VDH4N       20240101002700100000050000 0400000000002032   
0601VDH4N       20240101002750100000050000 0400000000002056   
0601VDH4N       20240101002800100000050000 0400000000002080   
0601VDH4N       20240101002850100000050000 0400000000002115   
0601VDH4N       20240101002900100000050000 0400000000002154   
0601VDH4N       20240101002950100000050000 0400000000002193   
0601VDH4N       20240101003000100000050000 0400000000002232   
0601VDH4N       20240101003050100000050000 0400000000002266   
0601VDH4N       20240101003100100000050000 0400000000002301   
0601VDH4N       20240101003150100000050000 0400000000002336   
0601VDH4N       20240101003200100000050000 0400000000002368   
0601VDH4N       20240101003250100000050000 0400000000002399   
0601VDH4N       20240101003300100000050000 0400000000002428   
0601VDH4N       20240101003350100000050000 0400000000002456   
0601VDH4N       20240101003400100000050000 0400000000002482   
0601VDH4N       20240101003450100000050000 0400000000002510   
0601VDH4N       20240101003500100000050000 0400000000002536   
0601VDH4N       20240101003550100000050000 0400000000002562   
0601VDH4N       20240101003600100000050000 0400000000002586   
0601VDH4N       20240101003650100000050000 0400000000002608   
0601VDH4N       20240101003700100000050000 0400000000002631   
0601VDH4N       20240101003750100000050000 0400000000002653   
0601VDH4N       20240101003800100000050000 0400000000002676   
0601VDH4N       20240101003850100000050000 0400000000002698   
0601VDH4N       20240101003900100000050000 0400000000002719   
0601VDH4N       20240101003950100000050000 0400000000002739   
0601VDH4N       20240101004000100000050000 0400000000002759   
0601VDH4N       20240101004050100000050000 0400000000002777   
0601VDH4N       20240101004100100000050000 0400000000002795   
0601VDH4N       20240101004150100000050000 0400000000002815   
0601VDH4N       20240101004200100000050000 0400000000002834   
0601VDH4N       20240101004250100000050000 0400000000002851   
0601VDH4N       20240101004300100000050000 0400000000002869   
0601VDH4N       20240101004350100000050000 0400000000002885   
0601VDH4N       20240101004400100000050000 0400000000002903   
0601VDH4N       20240101004450100000050000 0400000000002918   
0601VDH4N       20240101004500100000050000 0400000000002934   
0601VDH4N       20240101004550100000050000 0400000000002952   
0601VDH4N       20240101004600100000050000 0400000000002968   
0601VDH4N       20240101004650100000050000 0400000000002984   
0601VDH4N       20240101004700100000050000 0400000000002998   
0601VDH4N       20240101004750100000050000 0400000000003013   
0601VDH4N       20240101004800100000050000 0400000000003027   
0601VDH4N       20240101004850100000050000 0400000000003042   
0601VDH4N       20240101004900100000050000 0400000000003056   
0601VDH4N       20240101004950100000050000 0400000000003071   
0601VDH4N       20240101005000100000050000 0400000000003085   
0601VDH4N       20240101005050100000050000 0400000000003099   
0601VDH4N       20240101005100100000050000 0400000000003113   
0601VDH4N       20240101005150100000050000 0400000000003126   
0601VDH4N       20240101005200100000050000 0400000000003138   
0601VDH4N       20240101005250100000050000 0400000000003150   
0601VDH4N       20240101005300100000050000 0400000000003163   
0601VDH4N       20240101005350100000050000 0400000000003177   
0601VDH4N       20240101005400100000050000 0400000000003189   
0601VDH4N       20240101005450100000050000 0400000000003202   
0601VDH4N       20240101005500100000050000 0400000000003215   
0601VDH4N       20240101005550100000050000 0400000000003227   
0601VDH4N       20240101005600100000050000 0400000000003238   
0601VDH4N       20240101005650100000050000 0400000000003250   
0601VDH4N       20240101005700100000050000 0400000000003261   
0601VDH4N       20240101005750100000050000 0400000000003272   
0601VDH4N       20240101005800100000050000 0400000000003283   
0601VDH4N       20240101005850100000050000 0400000000003293   
0601VDH4N       20240101005900100000050000 0400000000003303   
0601VDH4N       20240101005950100000050000 0400000000003313   
0601VDH4N       20240101006000100000050000 0400000000003324   
0601VDH4N       20240101006050100000050000 0400000000003333   
0601VDH4N       20240101006100100000050000 0400000000003342   
0601VDH4N       20240101006150100000050000 0400000000003351   
0601VDH4N       20240101006200100000050000 0400000000003361   
0601VDH4N       20240101006250100000050000 0400000000003370   
0601VDH4N       20240101006300100000050000 0400000000003378   
0601VDH4N       20240101006350100000050000 0400000000003386   
0601VDH4N       20240101006400100000050000 0400000000003394   
0601VDH4N       20240101006450100000050000 0400000000003403   
0601VDH4N       20240101006500100000050000 0400000000003411   
0601VDH4N       20240101006550100000050000 0400000000003419   
0601VDH4N       20240101006600100000050000 0400000000003426   
0601VDH4N       20240101006650100000050000 0400000000003434   
0601VDH4N       20240101006700100000050000 0400000000003442   
0601VDH4N       20240101006750100000050000 0400000000003449   
0601VDH4N       20240101006800100000050000 0400000000003456   
0601VDH4N       20240101006850100000050000 0400000000003464   
0601VDH4N       20240101006900100000050000 0400000000003470   
0601VDH4N       20240101006950100000050000 0400000000003477   
0601VDH4N       20240101007000100000050000 0400000000003484   
0601VDH4N       20240101007050100000050000 0400000000003491   
0601VDH4N       20240101007100100000050000 0400000000003497   
0601VDH4N       20240101007150100000050000 0400000000003503   
0601VDH4N       20240101007200100000050000 0400000000003510   
0601VDH4N       20240101007250100000050000 0400000000003515   
0601VDH4N       20240101007300100000050000 0400000000003522   
0601VDH4N       20240101007350100000050000 0400000000003527   
0601VDH4N       20240101007400100000050000 0400000000003534   
0601VDH4N       20240101007450100000050000 0400000000003540   
0601VDH4N       20240101007500100000050000 0400000000003545   
0601VDH4N       20240101007550100000050000 0400000000003551   
0601VDH4N       20240101007600100000050000 0400000000003556   
0601VDH4N       20240101007650100000050000 0400000000003562   
0601VDH4N       20240101007700100000050000 0400000000003567   
0601VDH4N       20240101007750100000050000 0400000000003572   
0601VDH4N       20240101007800100000050000 0400000000003578   
